,District_Code,Name_EN,old,a,b,c,d,e,f,g,h,UID,no_img,Name_ZH,Address,District_EN,District_ZH,Main_Diety,Founding_Date,Steele,Plaque,latitude,longitude,old_2,State
125,,Khor Tat Kong,False,False,False,True,False,False,False,False,False,,,许大宫,"3, Jalan Cox, 41300 Klang, Selangor",,巴生,,,,,3.0465938,101.4502782,,Perlis
126,,Yan Hai Gong,False,False,False,True,False,False,False,False,False,,,沿海宫,"Jalan Batu Tiga, Kawasan 15, 41300 Klang, Selangor",,巴生,,,,,3.0498225,101.455149,,Perlis
127,,Lian He Temple,False,False,False,True,False,False,False,False,False,,,椰脚联合庙,"Lot 385, Jalan Nanas, Kawasan 18, 41400 Klang, Selangor.",,巴生,,,,,3.04966,101.446,,Perlis
128,,Chee Hong Teng,False,False,False,True,False,False,False,False,False,,,椰脚紫云亭,"24 Jalan Tapah, Jalan Goh Hock Huat, 41400 Klang, Selangor.",,巴生,,,,,3.0514768,101.4441581,,Perlis
129,,Tian Hock Gong,False,True,False,True,False,False,False,False,False,,,永安镇二副天福宫,"Jalan Bayan, Taman Eng Ann, 41150 Klang, Selangor.",,巴生,,,,,3.0587079,101.4574213,,Perlis
130,,Tong Sheng Dong,False,False,False,True,False,False,False,False,False,,,永安镇通圣洞,"32, Jalan Terkokur, Taman Eng Ann, 41150 Klang, Selangor.",,巴生,,,,,3.0590508,101.4569185,,Perlis
131,,Poh Leng Keng,False,False,False,True,False,False,False,False,False,,,园拿督保灵宫,"Jalan Prai 3, Off Jalan Meru, Taman Klang, 41050 Klang, Selangor.",,巴生,,,,,3.1347647,101.4396254,,Perlis
132,,Geok Thian Keong,False,False,False,True,True,False,False,False,False,,,月天宫,巴生港口市区边缘之住宅区内，距离班达马兰新村不远,,巴生,,,,,3.0102524,101.4185218,,Perlis
133,,Kapar Yun Tian Gong,False,False,False,True,False,False,False,False,False,,,云天宫、加埔云天宫,"Lot 1706, Jalan Raja Abdul Rahman 9, Off Jalan Bukit Kapar, 42200 Kapar, Selangor.",,巴生,,,,,3.1408961,101.3741739,,Perlis
134,,Teluk Gong Pa Sien Meow,False,False,False,True,False,False,False,False,False,,,直落昂八仙庙,"40, Jalan Besar, Teluk Gong, 42000 Pelabuhan Klang, Selangor",,巴生,,,,,3.0071575,101.4141938,,Perlis
135,,Teluk Gong Cheng Huang Meow,False,False,False,True,False,False,False,False,False,,,直落昂城隍庙,"40, Jalan Besar, Teluk Gong, 42000 Pelabuhan Klang, Selangor",,巴生,,,,,3.0071575,101.4141938,,Perlis
136,,Teluk Gong Ci De Tang,False,False,False,True,False,False,False,False,False,,,直落昂慈德堂,"40, Jalan Besar, Teluk Gong, 42000 Pelabuhan Klang, Selangor",,巴生,,,,,3.0071575,101.4141938,,Perlis
137,,Teluk Gong Di Ling Gong,False,False,False,True,False,False,False,False,False,,,直落昂地灵宫,"PT 126749, Jalan Telok Gong 42000, Pelabuhan Klang, Selangor",,巴生,,,,,2.9636841,101.3927594,,Perlis
138,,Teluk Gong Fu Ling Gong,False,False,False,True,False,False,False,False,False,,,直落昂福灵宫,"Lot 8953, Kampung Teluk Gong, 42000 Pelabuhan Klang, Selangor",,巴生,,,,,2.9393239,101.3748392,,Perlis
139,,Teluk Gong Quan Shun Gong,False,False,False,True,False,False,False,False,False,,,直落昂全顺宫,"Lot 9189, Jalan Telok Gong, 42000 Pelabuhan Klang, Selangor",,巴生,,,,,2.9692897,101.3960059,,Perlis
140,,Teluk Gong Xi Tian Gong,False,False,False,True,False,False,False,False,False,,,直落昂西天宫,"Lot 8897-A, Jalan Telok Gong, Kampung Telok Gong, 42000 Port Klang, Selangor",,巴生,,,,,2.9679162,101.4000389,,Perlis
141,,Hong San Si,False,False,False,True,False,False,False,False,False,,,直落玻璃凤山寺公会,"Lot 412, Jalan Teluk Pulai, 41100 Klang, Selangor.",,巴生,,,,,3.0414071,101.4322513,,Perlis
142,,Tian Hock Kung,False,False,False,True,False,False,False,False,False,,,直落玻璃河边路天福宫,"Lot 3115, Jalan Stakap, Jalan Tepi Sungai, Teluk Pulai, 41100 Klang, Selangor.",,巴生,,,,,3.0502602,101.4275294,,Perlis
143,,Soon Leng Keng,False,False,False,True,False,False,False,False,False,,,直落玻璃顺灵宫,"No 22A, Lebuh Sembilang 1, Off Jalan Teluk Pulai, 41100 Klang, Selangor.",,巴生,,,,,3.0434771,101.4295126,,Perlis
144,,Wei Ling Keng,False,False,False,True,True,False,False,False,False,,,中路六哩威灵宫,"56, Jalan Cengal, Pekan Meru, 41050 Klang, Selangor.",,巴生,,,,,3.1342838,101.4423679,,Perlis
145,,Klang Nan Tian Gong Ban Siew Tan,False,False,False,True,False,False,False,False,False,,,中路一支巴生园南天宫万寿坛,"101, Jalan Muda off Jalan Meru, 41050 Klang, Selangor.",,巴生,,,,,3.0656011,101.4480443,,Perlis
146,,Klang Yuen Fa Tham,False,False,False,True,False,False,False,False,False,,,中路一支巴生园岩法坛,"12, Lintang Muda off Jalan Meru, 41050 Klang, Selangor.",,巴生,,,,,3.0670259,101.4495289,,Perlis
147,,Klang Hwa Kong Bao Dian,False,False,False,True,False,False,False,False,False,,,中路一支吧生园华光宝殿,"31, Jalan Kedah, Off Jalan Meru, 41050 Klang, Selangor.",,巴生,,,,,3.0645013,101.4467955,,Perlis
148,,Tew Seng Keng,False,False,False,True,True,False,False,False,False,,,中路张圣宫,"17, Jalan Patani, Taman Meru Selatan, Klang, Selangor.",,巴生,,,,,3.0639617,101.4512163,,Perlis
149,,Zhong Chuan Gong,False,False,False,True,False,False,False,False,False,,,中路中川宫,"Lot 11852, Batu 1 1/2, Jalan Meru, 41050 Klang, Selangor.",,巴生,,,,,3.055846,101.451127,,Perlis
150,,Choo Lian Kwan Yin Temple,False,False,False,True,False,False,False,False,False,,,竹林观音庙,"77, Off Jalan Terkukor, Taman Eng Ann, 41150 Klang, Selangor.",,巴生,,,,,3.0625975,101.4680283,,Perlis
151,,Zi Lin Thang,False,False,False,True,False,False,False,False,False,,,紫林坛,"5, Lintang Sungai Keramat 7C, Taman Klang Utama, 42100 Rantau Panjang, Klang, Selangor.",,巴生,,,,,3.0866833,101.4145535,,Perlis
152,,Chong Kong Tong,False,True,False,True,False,False,False,False,False,,,宗孔堂,"24, Jalan Kapar, 41400 Klang, Selangor.",,巴生,,,,,3.0509679,101.4483022,,Perlis
153,,Selayang Baru Tiong Yee Temple,False,False,False,True,False,False,False,False,False,,,士拉央峇鲁忠义庙,"2 & 4, Jalan 1A, Kampung Selayang Baru, 68100 Batu Caves, Selangor",,鵝嘜,,,,,3.245929,101.6673984,,Perlis
154,,Selayang Baru Chee Choy Kong,False,False,False,True,False,False,False,False,False,,,士拉央自在宫,"36A, Jalan 30, Selayang Baru, 68100 Batu Caves, Selangor",,鵝嘜,,,,,3.2528492,101.6644495,,Perlis
155,,Fo Guang Shan Dong Zen Temple,False,False,False,True,False,False,True,False,False,,,东禅寺,"PT 2297, Jalan Sungai Buaya, 42600 Jenjarom, Kuala Langat, Selangor",,瓜拉冷岳,,,,,2.8727226,101.496614,,Perlis
156,,Banting Lian Jun Temple,False,False,False,True,False,False,True,False,False,,,联军庙,"Lot 316, Jalan Sungai Nangka, 42700 Banting, Selangor",,瓜拉冷岳,,,,,2.8126529,101.4924893,,Perlis
157,,,False,False,False,True,False,False,True,False,False,,,罗汉宫,"18, Jalan Delima 22, Taman Delima, 42700 Banting, Selangor.",,瓜拉冷岳,,,,,2.8167223,101.4999771,,Perlis
158,,Jenjarom Tian Fu Gong,False,False,False,True,False,False,True,False,False,,,南海观音寺,"Jalan 23, Sungai Jarum, 42600 Jenjarom, Kuala Langat, Selangor",,瓜拉冷岳,,,,,2.9074476,101.4781854,,Perlis
159,,,False,False,False,True,False,False,True,False,False,,,仁加隆万寿宫,"Lot 5623, Jalan Sungai Buaya, Sungai Jarom, 42600 Jenjarom, Kuala Langat, Selangor",,瓜拉冷岳,,,,,2.8727226,101.496614,,Perlis
160,,Banting Tai Poh Hong San Si,False,False,False,True,False,False,True,False,False,,,太保凤山寺,"Jalan Delima 9, Taman Delima, 42700 Banting, Selangor",,瓜拉冷岳,,,,,2.8139132,101.4960294,,Perlis
161,,Tanjung Karang Thian Hock Temple,False,False,False,True,False,False,True,False,False,,,天福宫,"128, Jalan Besar, 45500 Tanjung Karang, Selangor",,瓜拉冷岳,,,,,3.4245051,101.1770548,,Perlis
162,,Jenjarom Xian Wei Ling,False,False,False,True,False,False,True,False,False,,,雪兰莪仁嘉隆显威灵,"614, Jalan 23, Sungai Jarum, 42600 Jenjarom, Kuala Langat, Selangor",,瓜拉冷岳,,,,,2.9074476,101.4781854,,Perlis
163,,Banting Chong Yi Temple,False,False,False,True,False,False,True,False,False,,,忠义庙,"Lot 343, Jalan Marmar 11, Taman Delima, 42700 Banting, Selangor",,瓜拉冷岳,,,,,2.8205263,101.5035792,,Perlis
164,,Hock Seng Geng,False,False,False,True,False,False,True,False,False,,,福圣宫,"16, Jalan Cendana 36, Taman Muhibbah, 42700 Banting, Selangor.",,瓜拉冷岳,,,,,2.81898,101.5079066,,Perlis
165,,Qing Lan Gong,False,False,False,True,False,False,True,False,False,,,清兰宫,"5, Batu Laut, 42700 Banting, Selangor",,瓜拉冷岳縣,,,,,2.750371,101.4423841,,Perlis
166,,Cheng Leng Keng,False,False,False,True,False,False,True,False,False,,,清龙宫,"Jalan Pelangi 1, Taman Pelangi, 42800 Tanjung Sepat, Selangor",,瓜拉冷岳縣,,,,,2.6584788,101.5547087,,Perlis
167,,Tanjung Sepat Shun Tian Gong,False,False,False,True,False,False,True,False,False,,,顺平宫,"Jalan Pasar, Kawasan Tambahan Tanjung Sepat, 42800 Tanjung Sepat, Selangor",,瓜拉冷岳縣,,,,,2.6604965,101.5608586,,Perlis
168,,Tanjung Sepat Shun Ping Gong,False,False,False,True,False,False,True,False,False,,,顺天宫,"Kampung Batu Untung, 42800 Tanjong Sepat, Selangor",,瓜拉冷岳縣,,,,,2.6950095,101.5081562,,Perlis
169,,Tanjung Sepat Shi Yun Gong,False,False,False,True,False,False,True,False,False,,,雪兰莪丹绒士拔石云宫,"165-A, Tanjung Sepat, 42800 Kuala Langat, Selangor",,瓜拉冷岳縣,,,,,2.7023274,101.5475409,,Perlis
170,,Choong Yee Temple,False,False,False,True,False,False,True,False,False,,,玉封忠义宫,"292, Lorong 6, 42800 Tanjung Sepat, Selangor",,瓜拉冷岳縣,,,,,2.6616317,101.5604357,,Perlis
171,,Tanjung Karang Hiap Tien Gong,False,False,False,True,False,False,False,False,False,,,丹绒加弄協天宫,"20, Jalan Malinja 4, Taman Malinja, 45500 Tanjung Karang, Selangor.",,瓜拉雪蘭莪縣,,,,,3.4217309,101.1836045,,Perlis
172,,Thian Hock Temple,False,True,False,True,False,False,True,False,False,,,六支副天福宫,"128, Jalan Besar, 45500 Tanjung Karang, Selangor",,瓜拉雪蘭莪縣,,,,,3.4245051,101.1770548,,Perlis
173,,Tai Zhi Temple,False,False,False,True,False,False,True,False,False,,,六支玉皇太子殿,"739, Batu 6, 45500 Tanjung Karang, Selangor.",,瓜拉雪蘭莪縣,,,,,3.424614,101.175544,,Perlis
174,,Ping Ann Keong,False,False,False,True,False,False,True,False,False,,,平安宫,"D 161, Jalan Bagan Tanjung Karang, 45500 Tanjung Karang, Selangor.",,瓜拉雪蘭莪縣,,,,,3.4021022,101.1714911,,Perlis
175,,Sungai Besar Bai He Xian Fa Shi Gong,False,False,False,True,False,False,False,False,False,,,大港白鹤仙法师宫,"47A, Jalan Tujuh, Bagan Sungai Besar, 45300 Sungai Besar, Selangor",,沙白安南縣,,,,,3.6732963,100.982393,,Perlis
176,,Sungai Besar Hock Soon Keong,False,False,False,True,False,False,False,False,False,,,大港福顺宫,"Jalan Bunga Anggerik, Taman Melati, 45300 Sungai Besar, Selangor",,沙白安南縣,,,,,3.6770922,100.9855265,,Perlis
177,,Sungai Besar Sian Chai Tong Zhi Temple,False,False,False,True,False,False,False,False,False,,,大港善财童子庙,"32, Jalan 7, Bagan Sungai Besar, 45300 Sungai Besar, Selangor",,沙白安南縣,,,,,3.6740808,100.9810299,,Perlis
178,,Sungai Besar Tien Teck Tong,False,False,False,True,False,False,False,False,False,,,大港天德堂,"14, Jalan 5, Bagan Sungai Besar, 45300 Sungai Besar, Selangor",,沙白安南縣,,,,,3.66939,100.9870366,,Perlis
179,,Sungai Besar Fak Sua Kong Ku Mio,False,False,False,True,False,False,False,False,False,,,大港仙法师公古庙,"Jalan 5, Bagan Sungai Besar, 45300 Sungai Besar, Selangor",,沙白安南縣,,,,,3.6718797,100.9816354,,Perlis
180,,Sungai Besar Eng Onn Kong,False,False,False,True,False,False,False,False,False,,,大港永安宫,"Jalan Datuk Taiban, 45300 Sungai Besar, Selangor",,沙白安南縣,,,,,3.6740128,100.9893687,,Perlis
181,,Lee Onn Temple,False,False,False,True,False,False,True,False,False,,,利安庙,"79, Jalan Bukit Angkat, Bukit Angkat, 43000 Kajang, Selangor",,乌鲁冷岳,,,,,2.9967698,101.7708502,,Perlis
182,,Balakong Yu Huang Temple,False,False,False,True,False,False,True,False,False,,,无拉港玉皇庙,"34, Kampung Bahru Balakong, 43300 Seri Kembangan, Selangor.",,乌鲁冷岳,,,,,3.0276288,101.7503253,,Perlis
183,,Hong Tian Temple,False,False,False,True,False,False,True,False,False,,,丰天宫,"Lot No. 2, Sungai Chua New Village, 43000 Kajang, Selangor",,烏魯冷岳縣,,,,,2.99104,101.7805298,,Perlis
184,,Feng Shan Si,False,False,False,True,False,False,True,False,False,,,凤山寺,"Batu 16, Jalan Reko, 43000 Kajang, Selangor.",,烏魯冷岳縣,,,,,2.976577,101.7895478,,Perlis
185,,Kuan Yin Temple,False,False,False,True,False,False,True,False,False,,,观音亭,"65, Jalan Bukit, 43000 Kajang, Selangor.",,烏魯冷岳縣,,,,,2.9787136,101.7916545,,Perlis
186,,Kajang Kui Zhen Temple,False,False,False,True,False,False,True,False,False,,,魁镇庙,"Lot 5791-A, Taman Sri Reko, Jalan Reko, 43000 Kajang, Selangor",,烏魯冷岳縣,,,,,2.9786551,101.787192,,Perlis
187,,Sam Ching Kong,False,False,False,True,False,False,True,False,False,,,三清宫,"Batu 14, Jalan Tekali, Sungai Makau, 43100 Ulu Langat, Selangor",,烏魯冷岳縣,,,,,3.1123042,101.8161819,,Perlis
188,,Shen Sze She Yak Temple,False,False,False,True,False,False,True,False,False,,,师爷宫,"Lot 22, 23, Jalan Mendaling, 43000 Kajang, Selangor.",,烏魯冷岳縣,,,,,2.9922621,101.7866832,,Perlis
189,,Ulu Langat Sze Yah Temple,False,False,False,True,False,False,True,False,False,,,仙四师爷庙,"Lot 4785, Sungai Tekali, 43100 Ulu Langat, Selangor",,烏魯冷岳縣,,,,,3.111309,101.8339043,,Perlis
190,,Dizang an,False,True,False,False,False,False,False,False,False,,,地藏庵,"Kampung Bagan Jermal, 12300 Butterworth, Penang",,北海,,,,,5.428528,100.379007,,Penang
191,,Guang De Gong Temple,False,True,False,False,False,False,False,False,False,,,广德宫,"25, Bandar Perai Permatang Pauh,13500 Pulau Pinang, Pulau Pinang",,北海,,,,,5.4111956,100.4199901,,Penang
192,,Lingying she,False,True,False,False,False,False,False,False,False,,,靈應社,"2227, 14, Jalan Raja Uda, Telok Air Tawar, 12300 Butterworth, Pulau Pinang",,北海,,,,,5.4415355,100.3876252,,Penang
193,,Tianfu gong,False,True,False,False,False,False,False,False,False,,,天福宫,"Jalan Pantai Bersih, 13000 Butterworth, Pulau Pinang",,北海,,,,,5.4431467,100.378963,,Penang
194,,Fengshan si,False,True,False,False,False,False,False,False,False,,,鳳山寺,"165-B, Jelutong Barat, Pulau Pinang.",,槟城龙凤宫,,,,,5.3892431,100.3113272,,Penang
195,,Choo Chay Keong,False,True,False,False,False,False,False,False,False,,,慈濟宫,"No 7, Armenian Street, Penang.",,槟岛,,,,,5.4147348,100.3380186,,Penang
196,,Tanjong Tokong Thai Pak Koong Temple,False,True,False,False,False,False,False,False,False,,,海珠嶼大伯公廟,"336, Jalan Tokong Thai Pak Koong, Tanjung Tokong, 11200 Tanjung Bungah, Pulau Pinang",,槟岛,,,,,5.4633718,100.3078049,,Penang
197,,Hujing gumiao,False,True,False,False,False,False,False,False,False,,,胡靖古廟,"41, Lebuh Muntri, George Town, 10450 George Town, Pulau Pinang",,槟岛,,,,,5.4198469,100.3358672,,Penang
198,,Cheng Kon Sze Temple,False,True,False,False,False,False,False,False,False,,,清觀寺,"Jln TM Bukit Penara, Pulau Pinang",,槟岛,,,,,5.3856725,100.260039,,Penang
199,,Qiushi zongci longshantang,False,True,False,False,False,False,False,False,False,,,邱氏宗祠龍山堂,"18, Cannon Square, George Town, 10450 George Town, Pulau Pinang",,槟岛,,,,,5.4145738,100.3372688,,Penang
200,,Wushi jiamiao,False,True,False,False,False,False,False,False,False,,,伍氏家廟,"40, Lebuh King, George Town, 10200 George Town, Pulau Pinang",,槟岛,,,,,5.4182712,100.3398871,,Penang
201,,Snake Temple,False,True,False,False,False,False,False,False,False,,,青雲巖（槟城蛇庙）,"Jalan Sultan Azlan Shah, Bayan Lepas Industrial Park, 11900 Bayan Lepas, Pulau Pinang",,槟岛峇六拜,,,,,5.3090661,100.282753,,Penang
202,,Guanyin si (lianhua ge),False,True,False,False,False,False,False,False,False,,,觀音寺,"296 B, West Jelutong, Penang.",,槟岛蓮花閣,,,,,5.400253,100.3217479,,Penang
203,,Baoyu tang,False,True,False,False,False,False,False,False,False,,,寶譽堂,"251, Jalan Burma, George Town, 10350 George Town, Pulau Pinang",,槟岛乔治市,,,,,5.4276086,100.3154033,,Penang
204,,Seng Hong Beow Temple,False,True,False,False,False,False,False,False,False,,,城隍廟,"77-2-13, Jalan S.P.Chelliah, 10150 George Town, Pulau Pinang",,槟岛乔治市,,,,,5.4086834,100.3247267,,Penang
205,,Thai Pak Koong Temple,False,True,False,False,False,False,False,False,False,,,大伯公福德祠,"32A, Lebuh King, Penang.",,槟岛乔治市,,,,,5.4185538,100.3400694,,Penang
206,,Ta Yuen Foh Thang Temple,False,True,False,False,False,False,False,False,False,,,大圓佛堂,"212B, Jalan Macalister, 10300 Pulau Pinang, 10450 George Town, Pulau Pinang",,槟岛乔治市,,,,,5.4172219,100.3224644,,Penang
207,,,False,True,False,False,False,False,False,False,False,,,福壽宫,"228A, Jalan Burma, Pulau Tikus, 10350 George Town, Pulau Pinang",,槟岛乔治市,,,,,5.4297539,100.3134771,,Penang
208,,Kuan Im Teng,False,True,False,False,False,False,False,False,False,,,广福宫(廣福宮/觀音亭),"30, Jalan Masjid Kapitan Keling, George Town, 10200 George Town, Pulau Pinang",,槟岛乔治市,,,,,5.4191024,100.3392938,,Penang
209,,Kai San Ong Temple,False,True,False,False,False,False,False,False,False,,,開山王廟,"265, Jalan Madrasah, Jelutong Timur, Pulau Pinang, Jalan Sultan Azlan Shah, 11600 George Town, Pulau Pinang",,槟岛乔治市,,,,,5.3890469,100.3141869,,Penang
210,,Koo Siang Wooi Koon Penang,False,True,False,False,False,False,False,False,False,,,劉關張趙廟,"67, Lebuh King, George Town, 10200 George Town, Pulau Pinang",,槟岛乔治市,,,,,5.4168907,100.3392762,,Penang
211,,Liuguitang,False,True,False,False,False,False,False,False,False,,,六桂堂,"45, Jalan Westlands, George Town, 10400 George Town, Pulau Pinang",,槟岛乔治市,,,,,5.4210147,100.3212686,,Penang
212,,Penang Loo Pun Hong,False,True,False,False,False,False,False,False,False,,,魯班古廟,"70, Love Lane Georgetown, Penang.",,槟岛乔治市,,,,,5.4191595,100.3366512,,Penang
213,,Qin Long Gong Temple,False,True,False,False,False,False,False,False,False,,,清龍宫,"Next 670-A, Jelutong Road, Penang.",,槟岛乔治市,,,,,5.3872352,100.3125971,,Penang
214,,Shuimei gong,False,True,False,False,False,False,False,False,False,,,水美宫,"74, Jalan Bagan Jermal, 10470 Pulau Pinang, 10470 George Town, Pulau Pinang",,槟岛乔治市,,,,,5.4395941,100.3068003,,Penang
215,,Kek Lok Si Temple,False,True,False,False,False,False,False,False,False,,,極樂寺,"Kek Lok Si Temple, 11500 Air Itam, Penang",,槟岛亚依淡,,,,,5.3996413,100.2736126,,Penang
216,,Tien Kong Than Temple,False,True,False,False,False,False,False,False,False,,,天公壇,"Thean Kong Thnuan Chinese Temple, Hill Raiway, Jalan Pokok Cherry, Penang.",,槟岛亚依淡,,,,,5.4095217,100.2774588,,Penang
217,,Bogong miao,False,True,False,False,False,False,False,False,False,,,伯公廟,"Jalan Pasar, 14000 Bukit Mertajam, Pulau Pinang",,大山脚伯公埕,,,,,5.3640408,100.460672,,Penang
218,,Fude ci,False,True,False,False,False,False,False,False,False,,,福德祠,"Jalan Atas, Nibong Tebal, Seberang Perai Selatan, Penang.",,高淵,,,,,5.1671864,100.4772959,,Penang
219,,,False,False,False,False,False,False,False,False,True,,,雷方邝宗祠溯源堂,"1, Jalan Masjid, 10200 Pulau Pinang.",,槟城,,,,,5.4192378,100.3353968,,Penang
220,,,False,False,False,False,False,False,False,False,True,,,梁氏家庙,"65, Jalan Perak, 10150 Penang.",,槟城,,,,,5.416588,100.3167173,,Penang
221,,Bagan Serai Shenggu Miao,False,True,False,False,False,False,False,False,False,,,聖古庙,"Jalan Besar, Kampung Alor Senggut, 34300 Bagan Serai, Perak",,巴眼色海,,,,,5.010751,100.535301,,Perak
222,,Chiau Hooi Chinese Temple,False,True,False,False,False,False,False,False,False,,,昭惠廟,"37A, Jalan Taiping, 33000 Kuala Kangsar, Perak",,瓜拉江沙,,,,,4.7721088,100.9232555,,Perak
223,,Kampar Temple,False,True,False,False,False,False,False,False,False,,,金寶古廟,"Kampung Masjid, 31900 Kampar, Perak",,金寶,,,,,4.315956,101.1526999,,Perak
224,,Fengshan si,False,True,False,False,False,False,False,False,False,,,鳳山寺,"Kampung Bengali, 34000 Taiping, Perak",,太平,,,,,4.838397,100.7266748,,Perak
225,,Gaolin gong,False,True,False,False,False,False,False,False,False,,,檺林宮,"53, Jalan Raja Sulung Hulu, Taiping, Perak.",,太平,,,,,4.8419029,100.7299995,,Perak
226,,Taiping Matang Sui Jing Bo Miao,False,True,False,False,False,False,False,False,False,,, 绥靖伯庙,"Jalan Titi Kertang, Kampung Pekan Matang, 34750 Matang, Perak",,太平马登,,,,,4.815366,100.6742493,,Perak
227,,Paloh Koo Miu,False,True,False,False,False,False,False,False,False,,,垻羅（大伯公）古廟,"89-91, Jalan Bijeh Timah, 30000 Ipoh, Perak",,怡保,,,,,4.5931879,101.0780668,,Perak
228,,Shui Yue Gong Temple,False,True,False,False,False,False,False,False,False,,,水月宫（观音庙）,"3, Jalan Sultan Idris Shah, Kampong Jawa, 30000 Ipoh, Perak",,怡保,,,,,4.5983711,101.0779664,,Perak
229,,Da juehua si,False,True,False,False,False,False,False,False,False,,,大覺華寺,"Jalan Senjolong, Taman Pertama, 55300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",,吉隆坡,,,,,3.1158445,101.7324585,,KualaLumpur
230,,Dharma Realm Guan Yin Sagely Monastery,False,True,False,False,False,False,False,False,False,,,登彼岸,"Jalan Ampang, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",,吉隆坡,,,,,3.1590323,101.7142178,,KualaLumpur
231,,Qibao chansi,False,True,False,False,False,False,False,False,False,,,七寶禪寺 [慈雲山],"Wilayah Persekutuan Kuala Lumpur, Kuala Lumpur, Jalan Sungai Besi, Batu",,吉隆坡,,,,,3.122631,101.7085736,,KualaLumpur
232,,Qianfo si,False,True,False,False,False,False,False,False,False,,,千佛寺,"Chin Foot Sze Temple, Jalan Kerayong, Wilayah Persekutuan50460 Kuala Lumpur, Federal Territory of Kuala Lumpur",,吉隆坡,,,,,3.1172848,101.696663,,KualaLumpur
233,,Tangong xiansheng miao,False,True,False,False,False,False,False,False,False,,,譚公仙聖廟,"Lot 9416, Jalan Jambu Berasa 2, Jinjang Selatan, Kuala Lumpur.",,吉隆坡,,,,,3.205697,101.6617298,,KualaLumpur
234,,Xian sishiye gong,False,True,False,False,False,False,False,False,False,,,仙四師爺宮,"113A, Jalan Tun H S Lee, City Centre, 50050 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",,吉隆坡,,,,,3.1456939,101.696422,,KualaLumpur
235,,Central Malaysia Liu Kwee Tang Clansmen,False,False,False,False,False,False,False,False,True,,,中马六桂堂,"124- C, Jalan Imbi 55100 Kuala Lumpur.",,吉隆坡,,,,,3.1455867,101.7147201,,KualaLumpur
236,,Ong Kah Yong Temple,False,True,False,False,False,False,False,False,False,,,勇全殿,"195, Jalan Parameswara, Bandar Hilir, Melaka.",,马六甲怡力,,,,,2.1897823,102.2581561,,Melaka
237,,Poh Onn Kong Temple,False,True,False,False,False,False,False,False,False,,,保安宫,"152, Jalan Bunga Raya, Melaka.",,马六甲,,,,,2.2002062,102.2514281,,Melaka
238,,Sam Po Keng Temple,False,True,False,False,False,False,False,False,False,,,寶山亭,"Jalan Puteri Hang Li Poh, Bukit Cina, 75100 Melaka",,马六甲,,,,,2.198584,102.257366,,Melaka
239,,Dabogong ci,False,True,False,False,False,False,False,False,False,,,大伯公祠,"41, Jalan Tukang Besi, 75200 Melaka",,马六甲,,,,,2.196075,102.2481533,,Melaka
240,,Kwan Yin Tang Temple,False,True,False,False,False,False,False,False,False,,,觀音堂,"133, Jalan Hang Jebat, 75200 Melaka",,马六甲,,,,,2.1978152,102.2452498,,Melaka
241,,Guangfu gong,False,True,False,False,False,False,False,False,False,,,廣福宫,"1, Lorong Masjid, Melaka.",,马六甲,,,,,2.1997382,102.2470845,,Melaka
242,,Huhai dian,False,True,False,False,False,False,False,False,False,,,湖海殿,"13, Jalan Kampung Pantai, 75200 Melaka",,马六甲,,,,,2.1966581,102.2495513,,Melaka
243,,Huade gong,False,True,False,False,False,False,False,False,False,,,華德宫,"4, Kampung Tiga Off, Jalan Portugis, Melaka.",,马六甲,,,,,2.2001272,102.2468174,,Melaka
244,,Cheng Hoon Teng Temple,True,True,False,False,False,False,False,False,False,A264,,青雲亭,"25, Jalan Tokong, Kampung Dua, 75200 Melaka",,马六甲,,,,,2.1975328,102.2468345,,Melaka
245,,Bukit Cina,False,True,False,False,False,False,False,False,False,,,三寶山,"Jalan Puteri Hang Li Poh, Bukit Cina, 75100 Melaka",,马六甲,,,,,2.198584,102.257366,,Melaka
246,,Melaka San Duo Temple,True,True,False,False,False,False,False,False,False,A259,,三多廟,"41, Jalan Tukang Besi, 75200 Melaka",,马六甲,,,,,2.196075,102.2481533,,Melaka
247,,Tiande gong,False,True,False,False,False,False,False,False,False,,,天德宫,"118, Jalan Hang Jebat, 75200 Melaka",,马六甲,,,,,2.1973615,102.2461866,,Melaka
248,,Geok Hu Keng,False,True,False,False,False,False,False,False,False,,,玉虚宫,"2½, 75200, Malacca",,马六甲,,,,,2.2083834,102.216671,,Melaka
249,,Qiangu miao,False,True,False,False,False,False,False,False,False,,,千古廟 [仙四师爷],"Batu ½, Jalan Rasah, 70300 Seremban, Negeri Sembilan.",,芙蓉,,,,,2.710451,101.9418983,,NegeriSembilan
250,,Tangong xiansheng miao,False,True,False,False,False,False,False,False,False,,,譚公仙聖廟,"41, Jalan Kapitan Tam Yeong, Taman Sim, 70000 Seremban, Negeri Sembilan",,芙蓉,,,,,2.7283718,101.9408916,,NegeriSembilan
251,,Tian shiye miao,False,True,False,False,False,False,False,False,False,,,天师爺宮,"Bukit Jung, Jalan Temiang, Seremban, Negeri Sembilan.",,芙蓉,,,,,2.744415,101.9402078,,NegeriSembilan
