,District_Code,Name_EN,old,a,b,c,d,e,f,g,h,UID,no_img,Name_ZH,Address,District_EN,District_ZH,Main_Diety,Founding_Date,Steele,Plaque,latitude,longitude,old_2,State
252,,Zizhu ting,False,True,False,False,False,False,False,False,False,,,紫竹（竺）亭,"2562, Jln Tun Dr. Ismail, Seremban, 70200 Seremban, Negeri Sembilan",,芙蓉,,,,,2.7391755,101.9275446,,NegeriSembilan
253,,San Sheng Gong Chinese Temple,False,True,False,False,False,False,False,False,False,,,三聖宫,"Taman Pilah Jaya, 72000 Kuala Pilah, Negeri Sembilan",,瓜拉比朥,,,,,2.741235,102.238546,,NegeriSembilan
254,,Fushun miao,False,True,False,False,False,False,False,False,False,,,福顺廟,"Jalan Jemaluang, Mersing Kechil, 86800 Mersing, Johor",,豐順港,,,,,2.4228473,103.8363454,,Johor
255,,Tianhou gong,False,True,False,False,False,False,False,False,False,,,天后宫,"No 67,Kampung Baru,28000 Temerloh,Pahang.",,淡馬魯,,,,,3.4638145,102.4312207,,Pahang
256,,Guanyin Tang,False,True,False,False,False,False,False,False,False,,,觀音堂,"8, Taman Raub Jaya 6/1, Taman Raub Jaya 6, 27600 Raub, Pahang",,都赖路,,,,,3.7682244,101.8511899,,Pahang
257,,Guangfu miao,False,True,False,False,False,False,False,False,False,,,廣福廟,"Jalan Bukit Setongkol, Kampung Jalan Corry, 25200 Kuantan, Pahang",,關丹,,,,,3.8091256,103.314929,,Pahang
258,,Thean Hou Temple (1898),False,True,False,False,False,False,False,False,False,,,天后宫,"65，Persiaran Endah, Taman Persiaran Desa,50460 Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur",,立卑,,,,,3.1219425,101.6876447,,Pahang
259,,,False,False,False,False,False,False,False,False,True,,,古城堂,"P3, Tingkat 2 Taman Dahlia Ketari,28700 Bentong, Pahang.",,彭亨,,,,,3.5135886,101.9137885,,Pahang
260,,Guangfu miao,False,True,False,False,False,False,False,False,False,,,廣福廟,"6, Jalan Loke Yew, 28700 Bentong, Pahang",,文冬,,,,,3.5235143,101.9087351,,Pahang
261,,Qingxing miao,False,True,False,False,False,False,False,False,False,,,慶興廟,"30, 176, Kampung Pering, 06100 Kodiang, Kedah",,巴東色海,,,,,6.3644421,100.3315901,,Kedah
262,,Guangfu gong,False,True,False,False,False,False,False,False,False,,,廣福宫,"292, Jalan Market, Kulim, Kedah.",,吉打居林,,,,,5.3697088,100.5555918,,Kedah
263,,Guangfu gong,False,True,False,False,False,False,False,False,False,,,廣福宫,"Pekan Simpang Kuala, Alor Star, Kedah.",,亞羅士打,,,,,6.0993552,100.3659308,,Kedah
264,,Shengchun gong,False,True,False,False,False,False,False,False,False,,,聖春宮 [赤脚妈祖庙],"Kampung Tokong, 16450 Ketereh, Kelantan",,哥打峇汝,,,,,5.942733,102.2112011,,Kelantan
265,,Zhenxing gong,False,True,False,False,False,False,False,False,False,,,鎭興宮 [吉蘭丹唐人坡],"Jalan Kampung Cina, Bandar Kota Bharu, 15300 Kota Bharu, Kelantan",,哥打峇汝,,,,,6.1407601,102.2363215,,Kelantan
266,,,True,False,False,False,False,False,False,False,False,A001,,永平天保宮 (68尺濟公),"Taman Sembrong Barat, 83700 Yong Peng, Johor",,,,,,,2.010124,103.066232,,Johor
267,,,True,False,False,False,False,False,False,False,False,A004,,正福德宮,"Jalan Aman, Taman Sembrong Baru, 83700 Yong Peng, Johor",,,,,,,2.014129,103.0671151,,Johor
268,,,True,False,False,False,False,False,False,False,False,A005,,佛教圓滿蕯迦中心,"Jalan Madu 1, Taman Sembrong Baru, 83700 Yong Peng, Johor, Johor",,,,,,,2.0141289,103.0659716,,Johor
269,,,True,False,False,False,False,False,False,False,False,A006,2.0,永平德教會紫安閣,"83700 Yong Peng, Johor",,,,,,,1.9654819,103.0472164,,Johor
270,,,True,False,False,False,False,False,False,False,False,A007,,Buddhist Tzu Chi Foundation Malaysia (Johor Bahru) 慈濟,"3, Jalan Jaguh 1, Taman Harmoni 2, 81300 Skudai, Johor",,,,,,,1.5266668,103.6493526,,Johor
271,,,True,False,False,False,False,False,False,False,False,A008,,武天宫,"4, Jalan Ceria 19, Taman Nusa Indah, 81200 Johor Bahru, Johor",,,,,,,1.4771876,103.6330085,,Johor
272,,,True,False,False,False,False,False,False,False,False,A009,,弥陀之家东林寺,"No 18, Jalan Pertama 4, Pusat Perdagangan Danga Utama, Johor",,,,,,,1.5190766,103.678989,,Johor
273,,,True,False,False,False,False,False,False,False,False,A010,,圆观堂,"54, Jalan Ronggeng 19, Taman Nesa, 81300 Skudai, Johor",,,,,,,1.5271407,103.6576497,,Johor
274,,,True,False,False,False,False,False,False,False,False,A011,,金刚寺,"No. 2, Jalan Temenggong 9, Taman Ungku Tun Aminah, 81300 Skudai, Johor",,,,,,,1.5104369,103.653161,,Johor
275,,,True,False,False,False,False,False,False,False,False,A012,,柔佛州永平趙子龍廟,"5687，Jalan Ujung, 83700 Yong Peng. Johor.",,,,,,,1.9654819,103.0472164,,Johor
276,,,True,False,False,False,False,False,False,False,False,A013,,永平佛教會,"Taman Sri Aman, 83700 Yong Peng, Johor",,,,,,,2.0214978,103.0684453,,Johor
277,,,True,False,False,False,False,False,False,False,False,A014,,善意堂 SHUNG HEE TO TEMPLE,"Lot 4063, Jln Dato‘ Bentara Dalam, Kampung Kuala Sabar, 85400 Chaah, Johor",,,,,,,2.245683,103.0410442,,Johor
278,,,True,False,False,False,False,False,False,False,False,A016,,三合港老港腳洪仙宮 Chaah Lao Gang Jiao Hong Xian Gong,"85400 Chaah, Johor",,,,,,,2.249619,103.0400849,,Johor
279,,,True,False,False,False,False,False,False,False,False,A017,,慈善堂,"Near 56, Jalan meng Seng, Taman Selatan, 83700, Yong Peng, Johor",,,,,,,2.0152065,103.0645303,,Johor
280,,,True,False,False,False,False,False,False,False,False,A018,,璧山宮 / 水尾聖娘,"Kebun Bahru, Johor",,,,,,,2.391389,102.683075,,Johor
281,,,True,False,False,False,False,False,False,False,False,A019,,華人廟宇,"Jalan Satu, Kebun Baharu, 85200 Jementah, Johor",,,,,,,2.3917695,102.6837358,,Johor
282,,,True,False,False,False,False,False,False,False,False,A021,,利民達八城殿,"Lor 15, Kampung Bahru, 85200 Jementah, Johor",,,,,,,2.4365697,102.6871893,,Johor
283,,,True,False,False,False,False,False,False,False,False,A022,,南海廟,"Taman Jementah Jaya, 85200 Jementah, Johor",,,,,,,2.4456546,102.6883785,,Johor
284,,,True,False,False,False,False,False,False,False,False,A023,,青龍亭,"69, Lorong 4, Taman Jementah Jaya, 85200 Jementah, Johor",,,,,,,2.44216,102.6870258,,Johor
285,,,True,False,False,False,False,False,False,False,False,A024,,昔加末余文牙華光宮,"3, Jalan Muar, Kampong TanjongSengkawang, 85000 Segamat, Johor",,,,,,,2.5016018,102.8116489,,Johor
286,,,True,False,False,False,False,False,False,False,False,A025,,青雲岩,"5, Jalan Panglima, Taman Bendahara, 85000 Segamat, Johor",,,,,,,2.5015471,102.8121302,,Johor
287,,,True,False,False,False,False,False,False,False,False,A026,,1.	(聖王廟)Sheng Wang Temple,"11-B, Jalan Muar, Kampung Chabong, 85000Segamat, Johor",,,,,,,2.5017895,102.8118358,,Johor
288,,,True,False,False,False,False,False,False,False,False,A027,,昔加末大悲水九皇大帝,"Jalan Quarry, Kampung Gubah, 85000 Segamat, Johor",,,,,,,2.5162648,102.8089791,,Johor
289,,,True,False,False,False,False,False,False,False,False,A028,,慈雲寺 （ 十八娘娘觀音廟）,"Taman Orchid, 85000 Segamat District, Johor",,,,,,,2.520581,102.8115349,,Johor
290,,,True,False,False,False,False,False,False,False,False,A029,,神威鎮廟,jementah,,,,,,,2.440059,102.6851551,,Johor
291,,,True,False,False,False,False,False,False,False,False,A031,,青雲岩廟,"11/A , Jalan Muat , Kampong Abdullah, 85000 Segamat, Johor",,,,,,,2.5017895,102.8118358,,Johor
292,,,True,False,False,False,False,False,False,False,False,A032,,(聖王廟) Sheng Wang Temple,"11-B, Jalan Muar, Kampung Chabong, 8500 Segamat, Johor",,,,,,,2.5017895,102.8118358,,Johor
293,,,True,False,False,False,False,False,False,False,False,A033,,揚福宮,"Kampung Paya Merah, 85300 Labis, Johor",,,,,,,2.3954233,103.0205724,,Johor
294,,,True,False,False,False,False,False,False,False,False,A035,,善德壇行善社,"536, Jalan Banjaran 5,Kawasan Kempas Banjaran, 81200 Johor",,,,,,,1.5295883,103.7041938,,Johor
295,,,True,False,False,False,False,False,False,False,False,A036,,得教會濟賢善社,"No : 318, Jalan Banjaran 7,Kawasan Kempas Banjaran,81200 Johor Bahru, Johor",,,,,,,1.5249819,103.7023326,,Johor
296,,,True,False,False,False,False,False,False,False,False,A037,,城隍殿 Sin Ong Tien,"Lot 4881, Jalan Banjaran 2, Kempas Baru, 81200, Johor Bahru, Johor.",,,,,,,1.5334679,103.7044099,,Johor
297,,,True,False,False,False,False,False,False,False,False,A038,,濟公廟/大爺二爺府,"Jalan Banjaran 10, Kempas Baru, 81200,Johor",,,,,,,1.529524,103.6996469,,Johor
298,,,True,False,False,False,False,False,False,False,False,A039,,廣福廟Kempas Banjaran,"Jalan Banjaran 3, Kawasan Kempas Banjaran, 81200 Johor Bahru, Johor",,,,,,,1.5272363,103.7029445,,Johor
299,,,True,False,False,False,False,False,False,False,False,A040,,濟公廟,"Lot 135960,Jalan Hang Tuah 31, Taman Skudai Baru, 81300, Johor",,,,,,,1.5228579,103.6577021,,Johor
300,,,True,False,False,False,False,False,False,False,False,A041,,三神廟，天後聖母,"Kampung Baru Pandan, 81100 Johor Bahru, Johor",,,,,,,1.5271829,103.7672964,,Johor
301,,,True,False,False,False,False,False,False,False,False,A042,,Sam Siang Keng 三善宮,"55, Jalan Yahya Awal, Bandar Johor Bahru, 80100 Johor Bahru, Johor",,,,,,,1.4789398,103.7467373,,Johor
302,,,True,False,False,False,False,False,False,False,False,A044,,淡杯天後宮,"7, Jalan Mempelam, Kawasan Perumahan Tampoi, 81200, Johor Bahru, Johor",,,,,,,1.5026637,103.7007216,,Johor
303,,,True,False,False,False,False,False,False,False,False,A045,,新山聖蓮宮,"Taman Sri Tebrau, Jalan Cokmar 5, Johor",,,,,,,1.4853148,103.7728418,,Johor
304,,,True,False,False,False,False,False,False,False,False,A046,1.0,天后宮,"Jalan Keris, Sri Tebrau, Johor",,,,,,,1.4873817,103.7711979,,Johor
305,,,True,False,False,False,False,False,False,False,False,A047,,善和堂,"No 9, Jalan Tekun, Taman Maju Jaya, 80400 Johor Bahru, Johor",,,,,,,1.4817005,103.7658556,,Johor
306,,,True,False,False,False,False,False,False,False,False,A048,,壹仟間大伯公廟,"Jalan Persiaran Tanjung, Taman Cempaka, 81200 Johor Bahru, Johor",,,,,,,1.515135,103.703567,,Johor
307,,,True,False,False,False,False,False,False,False,False,A049,,南海宮 – 40年歷史,"Bukit Indah, 81200 Johor Bahru, Johor",,,,,,,1.4783324,103.6545421,,Johor
308,,,True,False,False,False,False,False,False,False,False,A051,44.0,普陀淨寺,"13, Jalan Murai, Kampung Pegawai, 83000 Batu Pahat, Johor",,,,,,,1.8472539,102.9369077,,Johor
309,,,True,False,False,False,False,False,False,False,False,A056,,覺慧禪院,"Kampung Pegawai, 83000 Batu Pahat, Johor",,,,,,,1.85387,102.9256661,,Johor
310,,,True,False,False,False,False,False,False,False,False,A058,,興義殿(五付大人)- 白馬顯神威,"Jalan Muar, Semerah, 83600 Semerah, Johor",,,,,,,1.9022184,102.7513366,,Johor
311,,,True,False,False,False,False,False,False,False,False,A059,,青雲寺南海觀音廟,"Batu 4, Jalan Kluang, Parit Iman, Batu Pahat, Johor",,,,,,,1.8698423,102.9839418,,Johor
312,,,True,False,False,False,False,False,False,False,False,A060,,南山駕雲殿,"Batu 5, Jalan Kluang, Johor, 83000 Batu Pahat, Johor",,,,,,,1.8675685,102.9746399,,Johor
313,,,True,False,False,False,False,False,False,False,False,A061,,觀音亭,"Jalan Fatimah, Kampung Pegawai, 83000 Batu Pahat, Johor.",,,,,,,1.8484708,102.9274721,,Johor
314,,,True,False,False,False,False,False,False,False,False,A063,,麻坡紅橋復興宮,"Semerah, 84150, Johor",,,,,,,1.908101,102.736526,,Johor
315,,,True,False,False,False,False,False,False,False,False,A064,,玄天廟,"Jalan Dato Yunus Utama, Lima Kedai, 81120 Johor Bahru, Johor",,,,,,,1.500166,103.614282,,Johor
316,,,True,False,False,False,False,False,False,False,False,A066,,觀音寺,"Kampung Sungai Buntu, Johor",,,,,,,1.344146,104.1979421,,Johor
317,,,True,False,False,False,False,False,False,False,False,A068,,鳳山宮,"Ma-Zu Temple , 345 , jalan Kurau 1, Kampung Sungai Rengit, 81600 Bandar Penawar, Johor",,,,,,,1.3525705,104.2197088,,Johor
318,,,True,False,False,False,False,False,False,False,False,A069,2.0,沈氏族廟,"Unnam Road, Kempung Sungai Rengi , 81600 Bandar Penawar, Johor",,,,,,,1.3512332,104.2254005,,Johor
319,,,True,False,False,False,False,False,False,False,False,A072,,法主宮,"Kampung sungait Rengit ,81620 Pengerang johor.",,,,,,,1.350762,104.2244809,,Johor
320,,,True,False,False,False,False,False,False,False,False,A074,,8間廟,"8 Chinnese Temple Village , 81900 bandar penawar, Johor",,,,,,,1.3813798,104.2617117,,Johor
321,,,True,False,False,False,False,False,False,False,False,A075,,譚公廟TamKungTemple,"35-59, Lorong 3, Taman Senai Utama, 81400 Senai, Johor",,,,,,,1.6048235,103.6450254,,Johor
322,,,True,False,False,False,False,False,False,False,False,A076,,洪仙大帝廟,"106, Jalan Seelong 5, Kampung Baru Seelong, 81400, Senai, Johor Bahru, , Johor",,,,,,,1.6307979,103.6939638,,Johor
323,,,True,False,False,False,False,False,False,False,False,A077,,柔佛士乃濟公壇,"No : LOT 6157, JALAN DASA, TAMAN DASA, 81400, SENAI, JOHOR.",,,,,,,1.6081131,103.6382597,,Johor
324,,,True,False,False,False,False,False,False,False,False,A078,,士乃 觀音廟 Senai Guan Yin Ting,"No : Lot 6157, Jalan Dasa, Taman Dasa, 81400 Senai, Johor",,,,,,,1.6081131,103.6382597,,Johor
325,,,True,False,False,False,False,False,False,False,False,A079,,三清玉皇大帝,"No : 8, Jalan Saleng, Kampung Baru Saleng, 81400 Senai, Johor",,,,,,,1.629341,103.6323196,,Johor
326,,,True,False,False,False,False,False,False,False,False,A081,,士乃大伯公,"Taman Dasa, 81400 Senai, Johor",,,,,,,1.607361,103.6374631,,Johor
327,,,True,False,False,False,False,False,False,False,False,A082,,八寶廟 大伯公,"Taman Ehsan Jaya, Tebrau, Johor",,,,,,,1.548463,103.813092,,Johor
328,,,True,False,False,False,False,False,False,False,False,A083,,蓮花宮 – 大，二，三爺伯,"39, Jln EJ 5/1, Ehsan Jaya, Tebrau, Johor",,,,,,,1.5512329,103.8171021,,Johor
329,,,True,False,False,False,False,False,False,False,False,A085,,福德正神,"Jalan Taban, Tebrau, Johor",,,,,,,1.4926325,103.7627811,,Johor
330,,,True,False,False,False,False,False,False,False,False,A086,,三鳳宮,"157, Jln Harimau, 世紀花園, Tebrau, Johor",,,,,,,1.4776113,103.7571252,,Johor
331,,,True,False,False,False,False,False,False,False,False,A087,,萬佛如,"Jalan Taban, Tebrau, Johor",,,,,,,1.4926325,103.7627811,,Johor
332,,,True,False,False,False,False,False,False,False,False,A088,,列光鎮北斗宮,"2, Jalan Ara 22, Taman Desa Cemerlang, 81800 Ulu Tiram, Johor",,,,,,,1.5630872,103.8079273,,Johor
333,,,True,False,False,False,False,False,False,False,False,A089,,天賜萬天官泰國廟,"11, Jalan Lembing 6, Taman Puteri Wangsa, 81800 Ulu Tiram, Johor",,,,,,,1.5941749,103.7926118,,Johor
334,,,True,False,False,False,False,False,False,False,False,A090,,山頂五鳳廟,"22, Jalan Lembing 8, Taman Puteri Wangsa, 81800 Ulu Tiram, Johor",,,,,,,1.5951219,103.7926551,,Johor
335,,,True,False,False,False,False,False,False,False,False,A091,,法輪精社,"1, Jalan Jenawi 13, Taman Puteri Wangsa, 81800 Ulu Tiram, Johor",,,,,,,1.5945733,103.797182,,Johor
336,,,True,False,False,False,False,False,False,False,False,A092,,星君廟,"33 Jalan Beladau 11 Taman Puteri Wangsa, Malaysia, Ulu Tiram Village, 81800 Johor",,,,,,,1.5893297,103.8062833,,Johor
337,,,True,False,False,False,False,False,False,False,False,A093,,地南阿彌陀佛蓮社,"106 & 108, Jalan Intan, Taman Ros, 81800 Ulu Tiram, Johor",,,,,,,1.5945588,103.8183222,,Johor
338,,,True,False,False,False,False,False,False,False,False,A094,,地南奧林菩提佛教會,"Taman Tiram Jaya, 81800 Ulu Tiram, Johor",,,,,,,1.5981531,103.8114829,,Johor
339,,,True,False,False,False,False,False,False,False,False,A095,,萬孚天後宮,"52, J102, Kampung Baru Ban Foo, 81800 Ulu Tiram, Johor",,,,,,,1.5676657,103.8537562,,Johor
340,,,True,False,False,False,False,False,False,False,False,A096,,萬孚協天宮,"Kampung Baru Ban Foo, Johor, 81800 Ulu Tiram, Johor",,,,,,,1.5672217,103.8549591,,Johor
341,,,True,False,False,False,False,False,False,False,False,A097,,法雨禪寺FA YI TEMPLE,"Lot 380 Batu 13/4, Jalan Sungai Tiram, Johor",,,,,,,1.601834,103.8294842,,Johor
342,,,True,False,False,False,False,False,False,False,False,A099,,淨業精舍 pure Karma Temple,"Taman Peindustrian Cemerlang , 81800 Ulu Tiram, Johor",,,,,,,1.554133,103.822263,,Johor
343,,,True,False,False,False,False,False,False,False,False,A100,,萬仙廟,"Jalan Anggerik 1, Taman Kulai Utama, 81000 Kulai, Johor",,,,,,,1.6653686,103.5937773,,Johor
344,,,True,False,False,False,False,False,False,False,False,A101,,法主庙 昆崙洞,"525, Jalan Serunai 10, Taman Pancasila, 81400 Kulai, Johor",,,,,,,1.6295173,103.6298906,,Johor
345,,,True,False,False,False,False,False,False,False,False,A102,,沙令古來区法灵壇洪仙大帝,"245, Jalan Serunai 4, Taman Saleng, 81400 Senai, Johor",,,,,,,1.6297258,103.6295488,,Johor
346,,,True,False,False,False,False,False,False,False,False,A105,,五显宫 华光大帝,"13, Jalan Saleng 10, Taman Saleng Indah, 81400 Kulai, Johor",,,,,,,1.6297755,103.6338498,,Johor
347,,,True,False,False,False,False,False,False,False,False,A106,,花菓宮 • 大聖佛祖,"Jalan Jambu 28, Taman Muhibbah, 81400 Kulai, Johor",,,,,,,1.6226635,103.6219731,,Johor
348,,,True,False,False,False,False,False,False,False,False,A109,,玉皇協天大帝,"Johor, Kulai, Jalan Sekolah Cina  81000, Johor",,,,,,,1.657988,103.6035258,,Johor
349,,,True,False,False,False,False,False,False,False,False,A111,,真佛宗 敬佛堂,"6035, Jalan Persiaran Indahpura 3, Bandar Indahpura, 81000 Kulai, Johor",,,,,,,1.6545995,103.596563,,Johor
350,,,True,False,False,False,False,False,False,False,False,A113,,雲山宮 / 南海慈航宫,"Lorong 2, Kulai",,,,,,,1.6494801,103.6131956,,Johor
351,,,True,False,False,False,False,False,False,False,False,A114,,柔佛州道教協會,"No :15，Jalan Indah 3, Taman Sawit Indah, 81000 Kulai, Johor",,,,,,,1.6731345,103.5253689,,Johor
352,,,True,False,False,False,False,False,False,False,False,A115,,新山噶瑪噶舉佛教會,"19, Jalan Molek 3/19, Taman Molek, 81100 Johor Bahru, Johor",,,,,,,1.5190143,103.7875563,,Johor
353,,,True,False,False,False,False,False,False,False,False,A116,,中元天帝宮ChineseTemple,"15, Jalan Bakawali 48, Johor Jaya, 81100 Johor Bahru, Johor",,,,,,,1.5408575,103.7964974,,Johor
354,,,True,False,False,False,False,False,False,False,False,A117,,三合宮ChineseTemple,"Jalan Dedap 30, Johor Jaya, 81100 Johor Bahru, Johor",,,,,,,1.5404928,103.7993893,,Johor
355,,,True,False,False,False,False,False,False,False,False,A118,,天公壇 Taoist Temple,"Taman Johor Jaya, 81100 Johor Bahru, Johor",,,,,,,1.535573,103.7978201,,Johor
356,,,True,False,False,False,False,False,False,False,False,A120,,阿依淡大伯公Tokong Air Hitam,"Jalan Parit Haji Adnan, 82100 Ayer Baloi, Johor",,,,,,,1.582082,103.4318283,,Johor
357,,,True,False,False,False,False,False,False,False,False,A121,,善才爷Nam Thien Temple,"Jalan Dato Koh Thian Peng, Parit Unas, Johor, 84150 Muar, Johor",,,,,,,1.9855531,102.6008273,,Johor
358,,,True,False,False,False,False,False,False,False,False,A122,,仙公山,"Parit Bakar, 84200 Muar, Johor",,,,,,,2.034846,102.7364962,,Johor
359,,,True,False,False,False,False,False,False,False,False,A123,,巴口真人宫,"Jalan Muar, 84200 Bukit Bakri, Johor",,,,,,,2.03657,102.659988,,Johor
360,,,True,False,False,False,False,False,False,False,False,A124,,白凤仙师宫,"84200 Bukit Bakri, Johor",,,,,,,2.041668,102.657731,,Johor
361,,,True,False,False,False,False,False,False,False,False,A125,,天安堂•准提菩萨,"Taman Bakri Indah, 84200 Bukit Bakri, Johor",,,,,,,2.0390669,102.6575074,,Johor
362,,,True,False,False,False,False,False,False,False,False,A126,,廻龍舘,"Johor, Bukit Bakri, Jalan Muar, No 14 邮政编码: 84200",,,,,,,2.0408434,102.6571281,,Johor
363,,,True,False,False,False,False,False,False,False,False,A127,,白马老师公庙,"Jln Padang, Bukit Bakri, 84200 Bukit Bakri, Johor",,,,,,,2.0428289,102.6615577,,Johor
364,,,True,False,False,False,False,False,False,False,False,A128,,吧口晋程廟,"395, Jln Lempoyang, Taman Bukit Bakri, 84200 Bukit Bakri, Johor",,,,,,,2.0420469,102.6621306,,Johor
365,,,True,False,False,False,False,False,False,False,False,A129,,飞来洞,"24, Kampung Kenangan Dato Abdullah Jaafar, 84200 Bukit Bakri, Johor",,,,,,,2.0426302,102.6514741,,Johor
366,,,True,False,False,False,False,False,False,False,False,A130,,麻坡慧海净宗学会,"No.5 Jalan Dato' Haji Kosai 3, Taman Dato' Haji Kosai, Jalan Bakri, Johor",,,,,,,2.0450234,102.5969683,,Johor
367,,,True,False,False,False,False,False,False,False,False,A131,,麻坡天亭堂白衣娘娘,"Jalan Indah 13, Taman Indah, Johor, 84000 Muar town, Johor",,,,,,,2.0554738,102.597868,,Johor
368,,,True,False,False,False,False,False,False,False,False,A132,,麻坡玉封玉龙宫,"Taman Sakeh Baru, 84000 Muar, Johor",,,,,,,2.053784,102.5846701,,Johor
369,,,True,False,False,False,False,False,False,False,False,A133,,麻坡新奇珍宴会所,"68, Jalan Sungai Abong, Taman Sakeh Baru, 84000 Muar, Johor",,,,,,,2.0586497,102.5785836,,Johor
370,,,True,False,False,False,False,False,False,False,False,A134,,麻坡佛教净业寺,"Jalan Sulaiman, Kampung Dato Bentara Dalam, 84000 Muar, Johor",,,,,,,2.0392217,102.5706907,,Johor
371,,,True,False,False,False,False,False,False,False,False,A135,,修德善堂,"No. 40, Jalan Sultan Ibrahim, Pekan Muar, 84000 Muar, Johor",,,,,,,2.0373602,102.571965,,Johor
372,,,True,False,False,False,False,False,False,False,False,A136,,中水宫 Zhong Shui Gong,"Kampung Dato Bentara Luar, 84000, Muar, Johor.",,,,,,,2.037081,102.5749249,,Johor
373,,,True,False,False,False,False,False,False,False,False,A137,,金龍寺 Kim Leng Tze,"2700, 5, Kampung Sabak Aur, 84000 Muar, Johor",,,,,,,2.0798955,102.5681176,,Johor
374,,,True,False,False,False,False,False,False,False,False,A138,,慈云精舍-一(真法界公行),"Jalan Sekolah, Bukit Bakri, 84250, Bukit Bakri, Johor",,,,,,,2.0435956,102.6585334,,Johor
375,,,True,False,False,False,False,False,False,False,False,A139,,麻坡天亭堂白衣娘娘,"Jalan Indah 13, Taman Indah, Johor, 84000 Muar town, Johor",,,,,,,2.0554738,102.597868,,Johor
376,,,True,False,False,False,False,False,False,False,False,A140,,麻坡玉封玉龙宫,"Taman Sakeh Baru, 84000 Muar, Johor",,,,,,,2.053784,102.5846701,,Johor
377,,,True,False,False,False,False,False,False,False,False,A141,,吧口福音堂 - 吧口福音堂,"Kampung Kenangan Dato Abdullah Jaafar, 84200 Bukit Bakri, Johor",,,,,,,2.04419,102.6517349,,Johor
378,,,True,False,False,False,False,False,False,False,False,A147,,玉檺林宮,"218, Jalan Poh Ai, 84700 Gerisek, Johor",,,,,,,2.2115889,102.6575364,,Johor
379,,,True,False,False,False,False,False,False,False,False,A148,32.0,聖姑廟,"Bukit Gambir, 84700 Bukit Gambir, Johor",,,,,,,2.212505,102.6543938,,Johor
380,,,True,False,False,False,False,False,False,False,False,A151,1.0,比亞南佛寺,"Tangkak, Unnamed Road, Kampung Tanjong Batu 15, 84900 Tangkak Joh, Johor",,,,,,,2.2554645,102.5444354,,Johor
381,,,True,False,False,False,False,False,False,False,False,A152,,東甲龍福堂(LongFu Temple),"Jln Sialang, Kampung Tanjung Batu, 84900 Tangkak, Johor",,,,,,,2.268864,102.534583,,Johor
382,,,True,False,False,False,False,False,False,False,False,A153,,福泉宫善财爷张公圣君庙,"15, Jalan Sentosa 2, Taman Sentosa, 84900 Tangkak, Johor",,,,,,,2.275999,102.5394925,,Johor
383,,,True,False,False,False,False,False,False,False,False,A154,,大老爷(聖靈宫),"Taman Sentosa, 84900 Tangkak, Johor",,,,,,,2.272364,102.5384191,,Johor
384,,,True,False,False,False,False,False,False,False,False,A156,,武吉港脚天后宫,"Kampung Parit Pelampong, 84300 Sungai Mati, Johor",,,,,,,2.171105,102.5576521,,Johor
385,,,True,False,False,False,False,False,False,False,False,A157,,實廊南海觀音廟,"Jln Serom 4 Hilir, 84400 Sungai Mati, Johor",,,,,,,2.1658943,102.5916288,,Johor
386,,,True,False,False,False,False,False,False,False,False,A158,,古灵殿,"Jalan Paip, Kampung Pantai Layang, 84400 Sungai Mati, Johor",,,,,,,2.0812318,102.5789739,,Johor
387,,,True,False,False,False,False,False,False,False,False,A159,,麻坡南海飞来观音菩萨,"104, Jalan Maharani, Taman Sri Emas, 84000 Muar, Johor",,,,,,,2.0496819,102.5693822,,Johor
388,,,True,False,False,False,False,False,False,False,False,A160,,麻坡粤东古庙,"84000, Johor",,,,,,,2.0359456,102.5986597,,Johor
389,,,True,False,False,False,False,False,False,False,False,A161,,麻坡天春堂,"32, Jalan Bakri, 84000 Muar, Johor",,,,,,,2.0484219,102.5815728,,Johor
390,,,True,False,False,False,False,False,False,False,False,A162,,Ching San Miao Temple 青山庙,"107, Jalan Ismail, Sabak Awor, 84000 Muar, Johor",,,,,,,2.0691462,102.5650693,,Johor
391,,,True,False,False,False,False,False,False,False,False,A163,,黄老仙师慈天宫,"84000 Muar, Johor",,,,,,,2.0359456,102.5986597,,Johor
392,,,True,False,False,False,False,False,False,False,False,A165,7.0,新加望城隍庙,"Taman Desa, 84000 Muar, Johor",,,,,,,2.067003,102.5922938,,Johor
393,,,True,False,False,False,False,False,False,False,False,A166,,欽巡池府王爺-大人公崎頭館,"Jalan Ong Siong, 84900 Tangkak, Johor.",,,,,,,2.2742655,102.5410671,,Johor
394,,,True,False,False,False,False,False,False,False,False,A167,,天惠觀音堂,"Jalan Abdul Rahman, Taman Khalidi Baru, 84000, Muar, Johor.",,,,,,,2.037626,102.561529,,Johor
395,,,True,False,False,False,False,False,False,False,False,A168,,保零殿,"Pagoh, 84600 Pagoh, Johor",,,,,,,2.149223,102.7721509,,Johor
396,,,True,False,False,False,False,False,False,False,False,A169,,巴莪南天庙,"Pagoh, 84600 Pagoh, Johor",,,,,,,2.149223,102.7721509,,Johor
397,,,True,False,False,False,False,False,False,False,False,A170,,麻坡巴莪老港圣明庙,"Kampung Paya Pagoh, 84600 Pagoh, Johor",,,,,,,2.166633,102.7579169,,Johor
398,,,True,False,False,False,False,False,False,False,False,A171,,圣君殿,"Taman Sri Pagoh, 84600 Pagoh, Johor",,,,,,,2.1421255,102.7746619,,Johor
