name_zh,name_en,region,address,state,old,a,b,c,d,e,f,g,h,error message
青雲亭,Qinghua gong,马六甲,"Km 5,Kandang,75460 Melaka.",马六甲,False,True,False,False,False,False,False,False,False,<[ZERO_RESULTS] Google - Geocode [empty]>
