Name_ZH,Name_MY,District_ZH,District_MY,State_ZH,State_MY,Year,latlng
巴西巴宜,Jelatok,丹娜美拉,Tanah Merah,吉兰丹,Kelantan,,5.7727°N 102.14195°E
浮罗拉亚,Pulau Raya,丹娜美拉,Tanah Merah,吉兰丹,Kelantan,,"5.84048°N 102.17178°E	"
峇莱,Balai,万捷 ,Jajahan Bachok,吉兰丹,Kelantan,,6.10889°N 102.37103°E
日拉瓦,Jelawat,万捷 ,Jajahan Bachok,吉兰丹,Kelantan,,6.01184°N 102.37541°E
加沙,Kasar,巴西马,Jajahan Pasir Mas,吉兰丹,Kelantan,,"6.04589°N 102.17081°E	"
巴西巴力,Pasir Parit,巴西马,Jajahan Pasir Mas,吉兰丹,Kelantan,,5.91927°N 102.1887°E
登龙,Tendong,巴西马,Jajahan Pasir Mas,吉兰丹,Kelantan,,6.06945°N 102.20673°E
西里基,Seligi,巴西富,Jajahan Pasir Puteh,吉兰丹,Kelantan,,"5.84791°N 102.31928°E	"
西里新,Selising ,巴西富,Jajahan Pasir Puteh,吉兰丹,Kelantan,,5.89512°N 102.33293°E
实姆乐,Semerak,巴西富,Jajahan Pasir Puteh,吉兰丹,Kelantan,,5.86947°N 102.50553°E
督祖巴,Kampung Cina Chekok Tok Cuba,马漳,Jajahan Machang,吉兰丹,Kelantan,,5.86544°N 102.20117°E
甘榜佐,Kampung Joh,马漳,Jajahan Machang,吉兰丹,Kelantan,,5.83888°N 102.1793°E
玛达爱,Mata Air,马漳,Jajahan Machang,吉兰丹,Kelantan,,5.87323°N 102.18394°E
东马岸,Temangan,马漳,Jajahan Machang,吉兰丹,Kelantan,,5.70258°N 102.1508°E
哥斯拉雅,Kok Seraya,道北,Tumpat,吉兰丹,Kelantan,,6.16059°N 102.16324°E
古林,Kulim,道北,Tumpat,吉兰丹,Kelantan,,6.11158°N 102.19142°E
热水湖,Air Panas,吉隆坡,Kuala Lumpur,直辖区,Wilayah Persekutuan (Federal Territories),,
增江,Jinjang,吉隆坡,Kuala Lumpur,直辖区,Wilayah Persekutuan (Federal Territories),1950,3.1885°N 101.7180°E
沙叻秀,Salak Selatan,吉隆坡,Kuala Lumpur,直辖区,Wilayah Persekutuan (Federal Territories),1950,3.2086°N 101.6617°E
