InputID,TargetID,Distance
柔佛古廟,大圣堂,290018.602307194
柔佛古廟,南天宫九皇爷,289629.411982274
柔佛古廟,金英庙,298455.698451134
柔佛古廟,阮梁圣佛宫,302574.20227773
柔佛古廟,桃园圣宫,298955.111289964
柔佛古廟,威灵宫,314123.030777437
柔佛古廟,玄天上帝宫,302638.98213914
柔佛古廟,斗母宫,300278.298548785
柔佛古廟,开封府龙图宫,295673.878558214
柔佛古廟,阮梁圣公佛,300415.104717856
柔佛古廟,山云宫,296660.148901181
柔佛古廟,五雷仙师坛,295534.036462951
柔佛古廟,玉皇庙,295790.348154113
柔佛古廟,白鹤仙法师公古庙,328867.507677571
柔佛古廟,白虎宫,313869.987918587
柔佛古廟,班达马兰东南宫,311874.449010178
柔佛古廟,班达马兰二区天和宫,312605.46789888
柔佛古廟,班达马兰观西宫,312100.101883533
柔佛古廟,班达马兰后尾芭清林寺,311101.091468898
柔佛古廟,班达马兰梨山圣母宫,312709.568917707
柔佛古廟,班达马兰灵宝宫,310796.818487828
柔佛古廟,班达马兰善童坛,311834.229811468
柔佛古廟,班达马兰万津路妈祖庙,302847.838111553
柔佛古廟,班达马兰咸水芭宝圣宫,276621.799732131
柔佛古廟,班达马兰咸水芭莲安宫,312602.13609013
柔佛古廟,班达马兰一区关顺宫,312488.236905061
柔佛古廟,班达马兰一区尾张公坛,312046.438700092
柔佛古廟,班达马兰玉皇庙,312338.524657156
柔佛古廟,班达马兰再也二路尾关庆宫,310945.153612302
柔佛古廟,船头拿督公新宫,312434.425565853
柔佛古廟,达摩祖师庙,328857.165692379
柔佛古廟,福进宫,311809.873328547
柔佛古廟,福龙宫,329532.600747277
柔佛古廟,港口班达马兰师公坛,312509.727998188
柔佛古廟,关庆宫,311874.84262841
柔佛古廟,观合宫,312202.957970238
柔佛古廟,观灵宫,310796.818487828
柔佛古廟,观南宫,311874.449010178
柔佛古廟,观天宫,312240.654949203
柔佛古廟,广福宫,311101.091468898
柔佛古廟,济仙洞关帝宫,297218.348557041
柔佛古廟,莲花清人寺,311659.062604085
柔佛古廟,联福庙、联福宫,311101.091468898
柔佛古廟,拿督娘娘宫,329532.600747277
柔佛古廟,南海观音亭,328867.507677571
柔佛古廟,南天宫,329532.600747277
柔佛古廟,泗灵宫,312295.913891463
柔佛古廟,孙福宫,312143.952251788
柔佛古廟,太上老君仙法师公古庙,329532.600747277
柔佛古廟,天恩道堂（真空教）,310709.883090126
柔佛古廟,靔宝宫,310945.153612302
柔佛古廟,靔寿宫,310945.153612302
柔佛古廟,协天宫,321291.135366027
柔佛古廟,阴应宫,329532.600747277
柔佛古廟,昭应祠,314760.63295642
柔佛古廟,昭应庙天后宫,321291.135366027
柔佛古廟,吧生莲花清人寺佛祖慈善院,312676.114517949
柔佛古廟,法灵宫,313786.689053696
柔佛古廟,法门寺,308370.159725946
柔佛古廟,福成宫,313211.67322843
柔佛古廟,福德正神宫,313961.076300216
柔佛古廟,观宝宫,311712.036326327
柔佛古廟,观世庙,311766.095564804
柔佛古廟,合莲坛,311422.456620456
柔佛古廟,吉胆过港区協天宫,329532.600747277
柔佛古廟,莲花宫,306736.672946315
柔佛古廟,莲忠宫,308726.278175866
柔佛古廟,南天门孫福宮,312143.952251788
柔佛古廟,普光兰若,313314.229194248
柔佛古廟,师公坛,312509.727998188
柔佛古廟,天赐宫,313415.366517675
柔佛古廟,靝寿宫,311874.84262841
柔佛古廟,珠兴祠,313202.652490499
柔佛古廟,紫云福德祠,312243.908053194
柔佛古廟,八宝宫,317829.262277695
柔佛古廟,巴生港口清凉亭,313266.704685869
柔佛古廟,巴生港口天福宫,313668.340767673
柔佛古廟,巴生港口天缘道堂（真空教）,311269.438074685
柔佛古廟,巴生加埔路二支協天宫,315136.887438969
柔佛古廟,巴生加埔路九支天灵宫,322191.803490092
柔佛古廟,巴生加埔十一支兴化府,324723.375648647
柔佛古廟,巴生峇都勿拉南阳宫,314456.058306719
柔佛古廟,白音宫,309985.856096441
柔佛古廟,船头哪督,312504.43326044
柔佛古廟,二支南山洞威灵宫,314207.597680568
柔佛古廟,凤山寺,311418.090550446
柔佛古廟,佛喃码万灵宫、万灵宫,312371.795167957
柔佛古廟,福德坛,311101.382344887
柔佛古廟,高阳苑中南庙,307236.237878927
柔佛古廟,汉寿亭侯关帝庙,309890.769758424
柔佛古廟,河边路石山哪督爷公,312980.097302507
柔佛古廟,河边路靔灵宫,313367.701545211
柔佛古廟,河边路同心宫,313367.701545211
柔佛古廟,河天宫,315337.730600534
柔佛古廟,加埔路八支聚宝堂,322664.335404218
柔佛古廟,加埔路二支半大伯公坛,313935.89469905
柔佛古廟,加埔路十二支三福宫,323564.546039257
柔佛古廟,加埔路十四支天顺宫,323560.881466928
柔佛古廟,加埔路十支茅山法祖,325811.774077481
柔佛古廟,加埔路一支川童宫,314863.184009065
柔佛古廟,崑崙坛,315833.027850741
柔佛古廟,莲亭寺,317010.993243413
柔佛古廟,良木宫,309457.779058467
柔佛古廟,龙和宫,311804.082191209
柔佛古廟,龙礼寺,311101.382344887
柔佛古廟,马基督哪卓公,312504.43326044
柔佛古廟,木吒宫李府二太子,312692.746262255
柔佛古廟,南山宫,311894.845382008
柔佛古廟,七星佛光真君坛、七星佛光坛,306932.114021124
柔佛古廟,七玉殿,311347.622301445
柔佛古廟,圣淘沙北主宫,307613.856358395
柔佛古廟,圣淘沙东岳坛,307846.905635546
柔佛古廟,圣淘沙福德宫,305825.463518815
柔佛古廟,圣淘沙美华花园寿龟庙,307813.285369251
柔佛古廟,圣淘沙哪督宫,307876.319926853
柔佛古廟,圣淘沙石壶宫,305443.200063519
柔佛古廟,圣淘沙石头宫,307689.387479858
柔佛古廟,十五支天后宫,331858.491988171
柔佛古廟,双溪槟榔二支半马山灵宫,314863.184009065
柔佛古廟,太明宫,312504.43326044
柔佛古廟,天圣宫,317598.321352956
柔佛古廟,天云宫,311716.568718079
柔佛古廟,五条路观音亭,311679.645598072
柔佛古廟,五条路开封府,311691.089032631
柔佛古廟,伍德宫,310145.262456145
柔佛古廟,许大宫,311347.622301445
柔佛古廟,沿海宫,311101.382344887
柔佛古廟,椰脚联合庙,311931.546561096
柔佛古廟,椰脚紫云亭,312213.846923494
柔佛古廟,永安镇二副天福宫,311448.555648714
柔佛古廟,永安镇通圣洞,311516.09419423
柔佛古廟,园拿督保灵宫,317897.151692626
柔佛古廟,月天宫,312050.900460496
柔佛古廟,云天宫、加埔云天宫,324230.646068733
柔佛古廟,直落昂八仙庙,312266.051363478
柔佛古廟,直落昂城隍庙,312266.051363478
柔佛古廟,直落昂慈德堂,312266.051363478
柔佛古廟,直落昂地灵宫,311677.451858535
柔佛古廟,直落昂福灵宫,311947.224081086
柔佛古廟,直落昂全顺宫,311702.863705428
柔佛古廟,直落昂西天宫,311242.765272381
柔佛古廟,直落玻璃凤山寺公会,312685.892299428
柔佛古廟,直落玻璃河边路天福宫,313668.340767673
柔佛古廟,直落玻璃顺灵宫,313066.263326194
柔佛古廟,中路六哩威灵宫,317618.272021212
柔佛古廟,中路一支巴生园南天宫万寿坛,312739.340643725
柔佛古廟,中路一支巴生园岩法坛,312692.746262255
柔佛古廟,中路一支吧生园华光宝殿,312784.838316208
柔佛古廟,中路张圣宫,312346.097399126
柔佛古廟,中路中川宫,311846.432359846
柔佛古廟,竹林观音庙,310722.447882081
柔佛古廟,紫林坛,317127.828862407
柔佛古廟,宗孔堂,311801.438273168
柔佛古廟,士拉央峇鲁忠义庙,305456.036777649
柔佛古廟,士拉央自在宫,306200.606180486
柔佛古廟,东禅寺,296557.703682936
柔佛古廟,联军庙,293514.158202153
柔佛古廟,罗汉宫,293027.379512103
柔佛古廟,南海观音寺,300327.474143041
柔佛古廟,仁加隆万寿宫,296557.703682936
柔佛古廟,太保凤山寺,293246.3341594
柔佛古廟,天福宫,360383.001078566
柔佛古廟,雪兰莪仁嘉隆显威灵,300327.474143041
柔佛古廟,忠义庙,292898.63634777
柔佛古廟,福圣宫,292397.894853068
柔佛古廟,清兰宫,294937.954964425
柔佛古廟,清龙宫,279108.675117321
柔佛古廟,顺平宫,278612.693160177
柔佛古廟,顺天宫,285583.471196027
柔佛古廟,雪兰莪丹绒士拔石云宫,282135.131080459
柔佛古廟,玉封忠义宫,278713.769966451
柔佛古廟,丹绒加弄協天宫,359617.152397415
柔佛古廟,六支副天福宫,360383.001078566
柔佛古廟,六支玉皇太子殿,360524.348589538
柔佛古廟,平安宫,359393.881231568
柔佛古廟,大港白鹤仙法师宫,394312.407593801
柔佛古廟,大港福顺宫,394299.575524226
柔佛古廟,大港善财童子庙,394485.020485963
柔佛古廟,大港天德堂,393639.855961932
柔佛古廟,大港仙法师公古庙,394281.465825633
柔佛古廟,大港永安宫,393753.555747146
柔佛古廟,利安庙,279217.368652912
柔佛古廟,无拉港玉皇庙,283106.241992872
柔佛古廟,丰天宫,277977.814611398
柔佛古廟,凤山寺,276210.130359699
柔佛古廟,观音亭,276167.328402897
柔佛古廟,魁镇庙,276557.721781197
柔佛古廟,三清宫,283288.217225575
柔佛古廟,师爷宫,277517.496561288
柔佛古廟,仙四师爷庙,281712.982219605
柔佛古廟,地藏庵,577813.201394989
柔佛古廟,广德宫,573402.031009018
柔佛古廟,靈應社,578282.912503906
柔佛古廟,天福宫,579042.68379412
柔佛古廟,鳳山寺,579475.804049244
柔佛古廟,慈濟宫,579637.123367149
柔佛古廟,海珠嶼大伯公廟,585891.150174023
柔佛古廟,胡靖古廟,580219.711598091
柔佛古廟,清觀寺,582968.969082628
柔佛古廟,邱氏宗祠龍山堂,579678.408901433
柔佛古廟,伍氏家廟,579795.443794291
柔佛古廟,青雲巖（槟城蛇庙）,575001.79304964
柔佛古廟,觀音寺,579623.07004772
柔佛古廟,寶譽堂,582359.230567788
柔佛古廟,城隍廟,580104.786793142
柔佛古廟,大伯公福德祠,579805.704645856
柔佛古廟,大圓佛堂,580979.720606286
柔佛古廟,福壽宫,582678.343702938
柔佛古廟,广福宫(廣福宮/觀音亭),579907.931145546
柔佛古廟,開山王廟,579249.352204868
柔佛古廟,劉關張趙廟,579724.966684633
柔佛古廟,六桂堂,581382.416690394
柔佛古廟,魯班古廟,580105.302207628
柔佛古廟,清龍宫,579216.289922981
柔佛古廟,水美宫,583984.368974891
柔佛古廟,極樂寺,583114.021812451
柔佛古廟,天公壇,583645.447523407
柔佛古廟,伯公廟,566508.609980791
柔佛古廟,福德祠,548901.914753886
柔佛古廟,雷方邝宗祠溯源堂,580203.282953209
柔佛古廟,梁氏家庙,581347.358172759
柔佛古廟,聖古庙,531761.919486265
柔佛古廟,昭惠廟,483431.243882892
柔佛古廟,金寶古廟,428838.691854796
柔佛古廟,鳳山寺,503376.881717774
柔佛古廟,檺林宮,503416.683385072
柔佛古廟, 绥靖伯庙,505432.05545183
柔佛古廟,垻羅（大伯公）古廟,457230.375366161
柔佛古廟,水月宫（观音庙）,457671.488559676
柔佛古廟,大覺華寺,290714.932769511
柔佛古廟,登彼岸,295304.940784668
柔佛古廟,七寶禪寺 [慈雲山],293252.983263816
柔佛古廟,千佛寺,293918.056981542
柔佛古廟,譚公仙聖廟,303088.661943911
柔佛古廟,天后宮,295023.2375672
柔佛古廟,仙四師爺宮,295905.046633153
柔佛古廟,中马六桂堂,294319.299290194
柔佛古廟,勇全殿,185847.325906434
柔佛古廟,保安宫,187022.748072279
柔佛古廟,寶山亭,186350.275238432
柔佛古廟,大伯公祠,187151.722186105
柔佛古廟,觀音堂,187526.219322325
柔佛古廟,廣福宫,187434.940115815
柔佛古廟,湖海殿,187039.664968715
柔佛古廟,華德宫,187480.424737241
柔佛古廟,青雲亭,187353.877118791
柔佛古廟,三寶山,186350.275238432
柔佛古廟,三多廟,187151.722186105
柔佛古廟,天德宫,187410.56404946
柔佛古廟,玉虚宫,190897.602825825
柔佛古廟,千古廟 [仙四师爷],245248.403872358
柔佛古廟,譚公仙聖廟,246461.599456811
柔佛古廟,天师爺宮,247536.320958628
柔佛古廟,紫竹（竺）亭,248361.695837698
柔佛古廟,三聖宫,220943.40078763
柔佛古廟,福顺廟,106713.06826812
柔佛古廟,天后宫,33665.0211842021
柔佛古廟,慈光亭,154665.207672316
柔佛古廟,靈福宫,98188.1636459328
柔佛古廟,天后宫,266470.140994816
柔佛古廟,觀音堂,332130.260533337
柔佛古廟,廣福廟,264431.511948227
柔佛古廟,天后宫,295023.2375672
柔佛古廟,古城堂,306319.741284877
柔佛古廟,廣福廟,307510.039888675
柔佛古廟,慶興廟,662729.710440364
柔佛古廟,廣福宫,560218.877015907
柔佛古廟,廣福宫,636741.021785073
柔佛古廟,聖春宮 [赤脚妈祖庙],524745.669528218
柔佛古廟,鎭興宮 [吉蘭丹唐人坡],544594.988103776
柔佛古廟,永平天保宮 (68尺濟公),98513.3782582705
柔佛古廟,永平天靈宮,99100.2845178425
柔佛古廟,永平天後宮-又稱媽祖廟,99462.0668309833
柔佛古廟,正福德宮,98709.9757334082
柔佛古廟,佛教圓滿蕯迦中心,98809.8222389058
柔佛古廟,永平德教會紫安閣,97273.3629003048
柔佛古廟,Buddhist Tzu Chi Foundation Malaysia (Johor Bahru) 慈濟,14616.4059550436
柔佛古廟,武天宫,14594.2684580369
柔佛古廟,弥陀之家东林寺,11377.8411754586
柔佛古廟,圆观堂,13852.1741470974
柔佛古廟,金刚寺,13419.6779236953
柔佛古廟,柔佛州永平趙子龍廟,97273.3629003048
柔佛古廟,永平佛教會,99101.6688577456
柔佛古廟,善意堂 SHUNG HEE TO TEMPLE,118281.109445165
柔佛古廟,法南宮,117744.174276587
柔佛古廟,三合港老港腳洪仙宮 Chaah Lao Gang Jiao Hong Xian Gong,118673.169203579
柔佛古廟,慈善堂,99009.5125629048
柔佛古廟,璧山宮 / 水尾聖娘,158214.126067139
柔佛古廟,華人廟宇,158185.670462447
柔佛古廟,雲峰宮 Yun Feng Gong,161621.029416676
柔佛古廟,利民達八城殿,161167.155464225
柔佛古廟,南海廟,161743.460654903
柔佛古廟,青龍亭,161595.046740534
柔佛古廟,昔加末余文牙華光宮,156380.932117734
柔佛古廟,青雲岩,156340.240876999
柔佛古廟,"1.	(聖王廟)Sheng Wang Temple",156382.133620149
柔佛古廟,昔加末大悲水九皇大帝,157777.564706875
柔佛古廟,慈雲寺 （ 十八娘娘觀音廟）,157940.171368096
柔佛古廟,神威鎮廟,161593.556353356
柔佛古廟,排海廟,152512.13138346
柔佛古廟,青雲岩廟,156382.133620149
柔佛古廟,(聖王廟) Sheng Wang Temple,156382.133620149
柔佛古廟,揚福宮,132324.999377066
柔佛古廟,善德壇行善社,10059.352547496
柔佛古廟,得教會濟賢善社,9820.25390059907
柔佛古廟,城隍殿 Sin Ong Tien,10373.291482946
柔佛古廟,濟公廟/大爺二爺府,10391.0231670086
柔佛古廟,廣福廟Kempas Banjaran,9956.53135111259
柔佛古廟,濟公廟,13601.5106755949
柔佛古廟,三神廟，天後聖母,7377.64776686914
柔佛古廟,Sam Siang Keng 三善宮,2726.85764953576
柔佛古廟,柔佛古廟,0
柔佛古廟,淡杯天後宮,8357.36317744157
柔佛古廟,新山聖蓮宮,2939.96697010391
柔佛古廟,天后宮,3095.54856448827
柔佛古廟,善和堂,2353.59670980592
柔佛古廟,壹仟間大伯公廟,8959.90276233189
柔佛古廟,南海宮 – 40年歷史,12240.308127252
柔佛古廟,天馬道場,98542.8079724816
柔佛古廟,普陀淨寺,101390.055525897
柔佛古廟,龍安廟,117989.75460621
柔佛古廟,林氏宗祠天後宮,102377.370962313
柔佛古廟,媽祖廟/忠義廟/ 福興宮/城隍廟,109932.501096958
柔佛古廟,建南寺 (太子爺公廟),102183.046880694
柔佛古廟,覺慧禪院,102832.729658297
柔佛古廟,修緣廟 Penganut Buddha Xiu Yuan,99231.7653447101
柔佛古廟,興義殿(五付大人)- 白馬顯神威,122716.487046774
柔佛古廟,青雲寺南海觀音廟,97799.590291144
柔佛古廟,南山駕雲殿,98603.3774510316
柔佛古廟,觀音亭,102399.287569283
柔佛古廟,慈航堂,129407.643159186
柔佛古廟,麻坡紅橋復興宮,124487.079641617
柔佛古廟,玄天廟,17130.5765237043
柔佛古廟,邊佳蘭 / 泰山宮,43356.1002800009
柔佛古廟,觀音寺,50074.3539181373
柔佛古廟,鳳山宮,52197.833383605
柔佛古廟,沈氏族廟,52848.2857883447
柔佛古廟,夫人媽廟,52760.641316711
柔佛古廟,寶安宮 – 四位王府廟,52754.6974533687
柔佛古廟,法主宮,52760.641316711
柔佛古廟,五灣新鳳鳳山廟,54674.4458252682
柔佛古廟,8間廟,56173.8682696961
柔佛古廟,譚公廟TamKungTemple,20664.5098236529
柔佛古廟,洪仙大帝廟,20332.5159129619
柔佛古廟,柔佛士乃濟公壇,21426.8537732686
柔佛古廟,士乃 觀音廟 Senai Guan Yin Ting,21426.8537732686
柔佛古廟,三清玉皇大帝,23664.3013376131
柔佛古廟,士乃大伯公,21421.3686821058
柔佛古廟,八寶廟 大伯公,11195.2199181054
柔佛古廟,蓮花宮 – 大，二，三爺伯,11685.0895191026
柔佛古廟,新山儒家慈規堂,11427.747135324
柔佛古廟,福德正神,3542.72892803874
柔佛古廟,三鳳宮,1996.08669448378
柔佛古廟,萬佛如,3542.72892803874
柔佛古廟,列光鎮北斗宮,12381.7596588721
柔佛古廟,天賜萬天官泰國廟,15130.9569511927
柔佛古廟,山頂五鳳廟,15234.2335275835
柔佛古廟,法輪精社,15292.0467145759
柔佛古廟,星君廟,15023.6013390647
柔佛古廟,地南阿彌陀佛蓮社,16036.541627485
柔佛古廟,地南奧林菩提佛教會,16134.7707184891
柔佛古廟,萬孚天後宮,15553.5727359772
柔佛古廟,萬孚協天宮,15603.5860632753
柔佛古廟,法雨禪寺FA YI TEMPLE,17275.8650935192
柔佛古廟,柔佛雙溪地南古廟,17457.4897930526
柔佛古廟,淨業精舍 pure Karma Temple,12259.7978429831
柔佛古廟,萬仙廟,29457.9976348192
柔佛古廟,法主庙 昆崙洞,23846.7656890255
柔佛古廟,沙令古來区法灵壇洪仙大帝,23888.4741428516
柔佛古廟,五显宫 华光大帝,23598.0222576619
柔佛古廟,花菓宮 • 大聖佛祖,23829.2100410942
柔佛古廟,玉皇協天大帝,28138.5290419235
柔佛古廟,真佛宗 敬佛堂,28349.2683057293
柔佛古廟,雲山宮 / 南海慈航宫,26730.7910117326
柔佛古廟,柔佛州道教協會,35386.8686335516
柔佛古廟,新山噶瑪噶舉佛教會,7009.02959136057
柔佛古廟,中元天帝宮ChineseTemple,9621.19231079413
柔佛古廟,三合宮ChineseTemple,9713.28141998096
柔佛古廟,天公壇 Taoist Temple,9146.15680756662
柔佛古廟,福林园济圣宫,9746.28361297048
柔佛古廟,阿依淡大伯公Tokong Air Hitam,39236.8067153625
柔佛古廟,善才爷Nam Thien Temple,141756.306233694
柔佛古廟,仙公山,130691.649464302
柔佛古廟,巴口真人宫,138281.768995997
柔佛古廟,白凤仙师宫,138764.68721252
柔佛古廟,天安堂•准提菩萨,138653.898069105
柔佛古廟,廻龍舘,138781.996577524
柔佛古廟,白马老师公庙,138447.046287821
柔佛古廟,吧口晋程廟,138350.434081376
柔佛古廟,飞来洞,139431.170288401
柔佛古廟,麻坡慧海净宗学会,144955.927717684
柔佛古廟,麻坡天亭堂白衣娘娘,145385.148903776
柔佛古廟,麻坡玉封玉龙宫,146612.607430099
柔佛古廟,麻坡新奇珍宴会所,147458.931164466
柔佛古廟,麻坡佛教净业寺,147299.290564579
柔佛古廟,修德善堂,147082.282622463
柔佛古廟,中水宫 Zhong Shui Gong,146772.180805764
柔佛古廟,金龍寺 Kim Leng Tze,149560.95314441
柔佛古廟,慈云精舍-一(真法界公行),138784.379077329
柔佛古廟,麻坡天亭堂白衣娘娘,145385.148903776
柔佛古廟,麻坡玉封玉龙宫,146612.607430099
柔佛古廟,吧口福音堂 - 吧口福音堂,139485.090945847
柔佛古廟,玉檺林宮,148414.979593055
柔佛古廟,聖姑廟,148761.469228681
柔佛古廟,天雲寺 / 永春烏鬚觀音,149549.465262142
柔佛古廟,侯爺符 / 天波楊門,149549.465262142
柔佛古廟,比亞南佛寺,161585.953571582
柔佛古廟,東甲龍福堂(LongFu Temple),163312.541415537
柔佛古廟,福泉宫善财爷张公圣君庙,163289.706936337
柔佛古廟,大老爷(聖靈宫),163167.95334081
柔佛古廟,茧云宫,162488.132041452
柔佛古廟,武吉港脚天后宫,155439.929198847
柔佛古廟,實廊南海觀音廟,151893.521097731
柔佛古廟,古灵殿,148556.260052627
柔佛古廟,麻坡南海飞来观音菩萨,147935.726199444
柔佛古廟,麻坡粤东古庙,144342.56051832
柔佛古廟,麻坡天春堂,146657.33499246
柔佛古廟,Ching San Miao Temple 青山庙,149323.536355623
柔佛古廟,黄老仙师慈天宫,144342.56051832
柔佛古廟,麻坡大悲林,148830.777456513
柔佛古廟,新加望城隍庙,146517.186153253
柔佛古廟,欽巡池府王爺-大人公崎頭館,163037.875738273
柔佛古廟,天惠觀音堂,148142.13416389
柔佛古廟,保零殿,133996.35987092
柔佛古廟,巴莪南天庙,133996.35987092
柔佛古廟,麻坡巴莪老港圣明庙,136394.756954363
柔佛古廟,圣君殿,133321.565999041
柔佛古廟,巴莪南天庙,133996.35987092
柔佛古廟,飛來洞,143695.278210555
柔佛古廟,头条福寿宫老庙,143879.075413393
柔佛古廟,顺平官,143921.922897521
柔佛古廟,玄順殿,143955.755827094
柔佛古廟,禅清殿,148270.122656142
柔佛古廟,慧觉殿,145806.728037201
柔佛古廟,龍山嚴,142236.60688585
柔佛古廟,翠美古庙,136833.753954245
柔佛古廟,清水祖師,136833.753954245
柔佛古廟,"一真法界 Yap Chan Fatt Kai Temple,",14608.3474599432
柔佛古廟,鬼谷仙師,6627.48091123782
柔佛古廟,樂符宮,293117.836575146
柔佛古廟,洪仙宮,13553.605550722
柔佛古廟,水尾聖娘,12854.8968777451
柔佛古廟,福德廟,14550.9094632674
柔佛古廟,天樂宮神廟,14624.6766336663
柔佛古廟,大學城關帝廟 Guan Ti Temple Taman U,16930.3539636087
柔佛古廟,二郎神廟,16841.7575112565
柔佛古廟,鰲峰宮， 保生大帝,12367.136530874
柔佛古廟,拿督公廟,12854.8968777451
柔佛古廟,洪仙大帝,12402.2590188217
柔佛古廟,三山國王廟,21762.1664942598
柔佛古廟,皇后花园法主公宫,12944.5770142179
柔佛古廟,士古来玉旨敕封三教中佛殿,13122.8941655966
柔佛古廟,圆观堂,13852.1741470974
柔佛古廟,武天宫 Wu Tian Gong,14594.2684580369
柔佛古廟,慈濟 Buddhist Tzu Chi Foundation Malaysia (Johor Bahru),14616.4059550436
柔佛古廟,Buddhist Tzu Chi Foundation Malaysia (Johor Bahru) 慈濟,14616.4059550436
柔佛古廟,武天宫,14594.2684580369
柔佛古廟,弥陀之家东林寺,11377.8411754586
柔佛古廟,圆观堂,13852.1741470974
柔佛古廟,金刚寺,13419.6779236953
柔佛古廟,仙靈廟,161593.556353356
柔佛古廟,皇后花园法主公宫,12944.5770142179
柔佛古廟,慈濟,14616.4059550436
柔佛古廟,武天宫 Wu Tian Gong,14594.2684580369
柔佛古廟,圆观堂,13852.1741470974
柔佛古廟,士古来玉旨敕封三教中佛殿,13122.8941655966
柔佛古廟,金刚寺,13419.6779236953
柔佛古廟,西陽伯公宮,28339.2308622122
柔佛古廟,吳爺宮,28002.5206384397
柔佛古廟,聖德廟,28726.5027711207
柔佛古廟,而南伯公廟,28877.5552086425
柔佛古廟,中國佈道會北干那那聖道堂,28345.1314433766
柔佛古廟,修本堂 ulu Choh,28365.4230808345
柔佛古廟,忠義堂,28365.4230808345
柔佛古廟,慈庵廟大伯公,24187.9195185768
柔佛古廟,保聖宮,25444.373568432
柔佛古廟,光明寺,25666.4153846402
柔佛古廟,大善寺 （ 店屋庙）,25649.35730396
柔佛古廟,Thekchen Choling Kota Tinggi大乘禅寺哥打丁宜禅修中心,32413.0543414581
柔佛古廟,天聖宮 – kota tinggi,31984.8514739389
柔佛古廟,哥打丁宜善導精舍,32031.1108011378
柔佛古廟,哥打丁宜龍望關帝廟,32089.6644594975
柔佛古廟,Fattus 金山谷法渡寺,32233.9054579035
柔佛古廟,天鳳廟 / 哪吒蓮花三太子,33338.7448637766
柔佛古廟,明山宮 / 觀音 / 關公,33381.3888551556
柔佛古廟,哥打丁宜德教会紫登阁,33629.3920579018
柔佛古廟,峝主庙 • 侯王爷,31890.4335857948
柔佛古廟,南亚港龙潭古庙,31890.4335857948
柔佛古廟,东勇庙,65299.8670353692
柔佛古廟,三寶壇 San Bao Temple,62017.7266261587
柔佛古廟,,62139.5019390504
柔佛古廟,令金睡佛寺 （ 住家）,62405.3170170328
柔佛古廟,令金新村老觀音廟,62574.5462601171
柔佛古廟,新邦令金濟公壇,64820.5365887676
柔佛古廟,新邦令金德教會紫濡閣,63002.7367738801
柔佛古廟,雲龍宮,65128.8509752633
柔佛古廟,天福寺,63384.8788878134
柔佛古廟,慈善堂,63384.8788878134
柔佛古廟,SJK(C) Machap,72767.8492204108
柔佛古廟,嗎什濟寶堂,64313.2647637754
柔佛古廟,崑崙洞法主公,64001.1198983776
柔佛古廟,Melaka Buddhist Lodge (Chee Sze Lin) 佛教居士林,190655.288218896
柔佛古廟,青龙宫 Selandar Cheng Leong Keng,185104.087409101
柔佛古廟,马六甲三宝山,186350.275238432
柔佛古廟,宁宜苏拜城堡（Kota Bukit Supai Kuala Linggi / Fort Supai),224369.409813829
柔佛古廟,Kwan Yin Tang Temple 观音堂,187526.219322325
柔佛古廟,Xiang Lin Si Temple,187377.259639909
柔佛古廟,Chee Teong Beow Temple 慈忠庙 / 黄老仙师,188600.717307544
寶蓮宮,大圣堂,290358.746092887
寶蓮宮,南天宫九皇爷,289970.051350012
寶蓮宮,金英庙,298779.215121733
寶蓮宮,阮梁圣佛宫,302898.970380973
寶蓮宮,桃园圣宫,299278.44786552
寶蓮宮,威灵宫,314457.999502485
寶蓮宮,玄天上帝宫,302963.851774791
寶蓮宮,斗母宫,300606.2945176
寶蓮宮,开封府龙图宫,295999.486681435
寶蓮宮,阮梁圣公佛,300743.93705889
寶蓮宮,山云宫,296984.432116065
寶蓮宮,五雷仙师坛,295859.693597169
寶蓮宮,玉皇庙,296115.550550567
寶蓮宮,白鹤仙法师公古庙,329155.787567742
寶蓮宮,白虎宫,314166.271389092
寶蓮宮,班达马兰东南宫,312172.700581163
寶蓮宮,班达马兰二区天和宫,312903.97963732
寶蓮宮,班达马兰观西宫,312399.554316093
寶蓮宮,班达马兰后尾芭清林寺,311399.312042032
寶蓮宮,班达马兰梨山圣母宫,313008.074056124
寶蓮宮,班达马兰灵宝宫,311094.500014618
寶蓮宮,班达马兰善童坛,312134.803455497
寶蓮宮,班达马兰万津路妈祖庙,303143.391504865
寶蓮宮,班达马兰咸水芭宝圣宫,276948.344079334
寶蓮宮,班达马兰咸水芭莲安宫,312899.612358414
寶蓮宮,班达马兰一区关顺宫,312786.551403921
寶蓮宮,班达马兰一区尾张公坛,312345.468056626
寶蓮宮,班达马兰玉皇庙,312638.119953868
寶蓮宮,班达马兰再也二路尾关庆宫,311244.455238819
寶蓮宮,船头拿督公新宫,312740.548110459
寶蓮宮,达摩祖师庙,329145.411948442
寶蓮宮,福进宫,312110.118573316
寶蓮宮,福龙宫,329822.506980953
寶蓮宮,港口班达马兰师公坛,312808.873680952
寶蓮宮,关庆宫,312174.630188813
寶蓮宮,观合宫,312501.087234847
寶蓮宮,观灵宫,311094.500014618
寶蓮宮,观南宫,312172.700581163
寶蓮宮,观天宫,312540.433858114
寶蓮宮,广福宫,311399.312042032
寶蓮宮,济仙洞关帝宫,297545.715373997
寶蓮宮,莲花清人寺,311959.259378169
寶蓮宮,联福庙、联福宫,311399.312042032
